code,avg,avg_mean,min,max,num_models
cak_Latn,0.0331,0.008,0.0,0.0971,17
hus_Latn,0.0337,0.0084,0.0097,0.1165,17
quc_Latn,0.0337,0.0092,0.0,0.1456,17
pbb_Latn,0.0337,0.0073,0.0,0.1165,17
shp_Latn,0.0337,0.0103,0.0097,0.0971,17
aai_Latn,0.0337,0.0075,0.0,0.1456,17
tbf_Latn,0.0337,0.0104,0.0,0.1068,17
usp_Latn,0.0337,0.0104,0.0097,0.1068,17
sey_Latn,0.0337,0.0069,0.0,0.1165,17
ncl_Latn,0.0337,0.0063,0.0097,0.0971,17
aji_Latn,0.0337,0.0097,0.0,0.1262,17
mnk_Latn,0.0337,0.0063,0.0,0.1748,17
djk_Latn,0.0337,0.0086,0.0,0.1068,17
huv_Latn,0.0337,0.0076,0.0,0.1456,17
twu_Latn,0.0342,0.0108,0.0097,0.1262,17
nfr_Latn,0.0342,0.0119,0.0097,0.1068,17
czt_Latn,0.0343,0.0066,0.0,0.1068,17
lip_Latn,0.0343,0.007,0.0,0.165,17
nct_Latn,0.0343,0.0079,0.0097,0.0971,17
cag_Latn,0.0343,0.0101,0.0097,0.1456,17
sml_Latn,0.0343,0.0059,0.0,0.1359,17
tku_Latn,0.0343,0.0065,0.0097,0.0874,17
bov_Latn,0.0343,0.0078,0.0097,0.1165,17
zaw_Latn,0.0343,0.0119,0.0097,0.1165,17
chd_Latn,0.0343,0.0086,0.0,0.1068,17
bbj_Latn,0.0343,0.011,0.0097,0.1068,17
rmo_Latn,0.0343,0.0117,0.0097,0.1262,17
pmf_Latn,0.0348,0.0067,0.0,0.1262,17
bch_Latn,0.0348,0.0108,0.0097,0.1456,17
zac_Latn,0.0348,0.0115,0.0097,0.0874,17
npy_Latn,0.0348,0.0122,0.0097,0.1262,17
mih_Latn,0.0348,0.0091,0.0097,0.1262,17
eko_Latn,0.0348,0.0093,0.0,0.1845,17
gso_Latn,0.0348,0.01,0.0097,0.1262,17
nbe_Latn,0.0348,0.009,0.0097,0.1359,17
mzk_Latn,0.0348,0.0099,0.0097,0.1359,17
kao_Latn,0.0348,0.0089,0.0097,0.1748,17
tna_Latn,0.0354,0.0096,0.0097,0.1262,17
ivb_Latn,0.0354,0.0083,0.0,0.1359,17
zat_Latn,0.0354,0.009,0.0,0.1262,17
mtj_Latn,0.0354,0.0096,0.0097,0.1165,17
cjp_Latn,0.0354,0.0083,0.0,0.1553,17
mco_Latn,0.0354,0.0061,0.0,0.165,17
pbc_Latn,0.0354,0.0085,0.0097,0.1359,17
mam_Latn,0.0354,0.0089,0.0,0.1359,17
vmy_Latn,0.0354,0.012,0.0097,0.1068,17
rnl_Latn,0.0354,0.009,0.0097,0.1456,17
akp_Latn,0.036,0.0093,0.0097,0.1456,17
dip_Latn,0.036,0.0084,0.0097,0.2136,17
gui_Latn,0.036,0.0114,0.0097,0.1068,17
xtn_Latn,0.036,0.0093,0.0,0.1165,17
tpp_Latn,0.036,0.0075,0.0,0.165,17
kjb_Latn,0.036,0.0108,0.0097,0.0971,17
mig_Latn,0.036,0.0064,0.0,0.165,17
zpu_Latn,0.036,0.0101,0.0,0.1165,17
maf_Latn,0.036,0.0118,0.0,0.1068,17
mwc_Latn,0.0365,0.0107,0.0097,0.1359,17
wro_Latn,0.0365,0.009,0.0097,0.1553,17
aim_Latn,0.0365,0.0089,0.0097,0.1748,17
cux_Latn,0.0365,0.0077,0.0,0.1262,17
ifu_Latn,0.0365,0.011,0.0097,0.0971,17
xtm_Latn,0.0365,0.0098,0.0,0.1068,17
yap_Latn,0.0365,0.01,0.0097,0.1359,17
mpm_Latn,0.0371,0.0106,0.0097,0.1165,17
zpc_Latn,0.0371,0.0096,0.0,0.1165,17
top_Latn,0.0371,0.0057,0.0,0.1845,17
poi_Latn,0.0371,0.0105,0.0097,0.1262,17
kqc_Latn,0.0371,0.0096,0.0097,0.1262,17
yka_Latn,0.0371,0.0077,0.0,0.165,17
aoz_Latn,0.0371,0.0166,0.0097,0.1165,17
mwv_Latn,0.0371,0.0101,0.0097,0.1456,17
cpc_Latn,0.0371,0.01,0.0097,0.1068,17
acr_Latn,0.0371,0.0091,0.0,0.1165,17
hvn_Latn,0.0377,0.0101,0.0097,0.1748,17
izz_Latn,0.0377,0.0076,0.0,0.1553,17
gor_Latn,0.0377,0.0108,0.0097,0.165,17
zga_Latn,0.0377,0.008,0.0,0.233,17
ldi_Latn,0.0377,0.0124,0.0097,0.1748,17
arn_Latn,0.0382,0.0097,0.0097,0.1262,17
cpb_Latn,0.0382,0.0108,0.0097,0.1262,17
ngc_Latn,0.0382,0.0114,0.0097,0.1262,17
cpu_Latn,0.0382,0.0098,0.0097,0.1359,17
ubr_Latn,0.0383,0.0121,0.0097,0.1359,17
sbl_Latn,0.0383,0.0076,0.0,0.1456,17
wsk_Latn,0.0383,0.0097,0.0097,0.165,17
aca_Latn,0.0383,0.0084,0.0,0.165,17
gyr_Latn,0.0383,0.0106,0.0097,0.0874,17
cac_Latn,0.0383,0.0106,0.0097,0.1068,17
mca_Latn,0.0383,0.0055,0.0,0.1456,17
bci_Latn,0.0383,0.0105,0.0097,0.1262,17
alj_Latn,0.0383,0.0118,0.0097,0.1262,17
nhi_Latn,0.0388,0.0115,0.0097,0.1359,17
mbs_Latn,0.0388,0.0091,0.0097,0.1845,17
gya_Latn,0.0388,0.0107,0.0097,0.1845,17
rai_Latn,0.0388,0.0106,0.0,0.1262,17
yua_Latn,0.0388,0.0118,0.0097,0.1068,17
mfy_Latn,0.0388,0.0085,0.0,0.1262,17
pps_Latn,0.0388,0.0085,0.0,0.1748,17
dks_Latn,0.0388,0.0094,0.0097,0.2039,17
mkj_Latn,0.0394,0.0146,0.0097,0.0971,17
mib_Latn,0.0394,0.0095,0.0097,0.1845,17
whk_Latn,0.0394,0.0101,0.0,0.1553,17
cax_Latn,0.0394,0.0108,0.0097,0.1068,17
eza_Latn,0.0394,0.0083,0.0,0.2233,17
kzf_Latn,0.0394,0.0101,0.0,0.1845,17
mej_Latn,0.04,0.0106,0.0097,0.1262,17
mie_Latn,0.04,0.0101,0.0097,0.165,17
ifa_Latn,0.04,0.0138,0.0097,0.1359,17
dje_Latn,0.04,0.0125,0.0097,0.1553,17
pio_Latn,0.04,0.0067,0.0,0.1165,17
mmn_Latn,0.04,0.0096,0.0,0.1845,17
fal_Latn,0.04,0.0145,0.0097,0.165,17
are_Latn,0.04,0.0124,0.0097,0.0971,17
bnp_Latn,0.04,0.0133,0.0194,0.1262,17
mit_Latn,0.04,0.0085,0.0097,0.1845,17
bba_Latn,0.04,0.0133,0.0097,0.3107,17
yan_Latn,0.04,0.0127,0.0097,0.1748,17
ztq_Latn,0.0405,0.0092,0.0,0.1748,17
oji_Latn,0.0405,0.0122,0.0194,0.1553,17
tcz_Latn,0.0405,0.0128,0.0097,0.1456,17
zos_Latn,0.0405,0.007,0.0,0.1456,17
chk_Latn,0.0405,0.0132,0.0097,0.2233,17
gup_Latn,0.0405,0.0088,0.0097,0.1359,17
ptu_Latn,0.0405,0.0114,0.0097,0.1456,17
syb_Latn,0.0405,0.0119,0.0097,0.1359,17
swp_Latn,0.0405,0.015,0.0097,0.1553,17
due_Latn,0.0405,0.0124,0.0097,0.1553,17
nri_Latn,0.0405,0.0108,0.0097,0.1553,17
bgt_Latn,0.0405,0.0121,0.0097,0.1456,17
zpl_Latn,0.0411,0.012,0.0097,0.1165,17
inb_Latn,0.0411,0.0111,0.0,0.2816,17
zab_Latn,0.0411,0.0134,0.0097,0.1262,17
sxn_Latn,0.0411,0.0091,0.0,0.1845,17
mqy_Latn,0.0411,0.0131,0.0097,0.1553,17
tzj_Latn,0.0411,0.0091,0.0,0.1456,17
agw_Latn,0.0411,0.0122,0.0097,0.1748,17
pne_Latn,0.0411,0.0119,0.0097,0.1262,17
ksc_Latn,0.0411,0.0165,0.0194,0.1262,17
esu_Latn,0.0411,0.0109,0.0097,0.1359,17
nhg_Latn,0.0417,0.0123,0.0097,0.1553,17
kha_Latn,0.0417,0.0097,0.0097,0.1165,17
qvz_Latn,0.0417,0.0095,0.0097,0.2233,17
mua_Latn,0.0417,0.0099,0.0,0.1942,17
kdi_Latn,0.0417,0.0101,0.0,0.2233,17
mzh_Latn,0.0417,0.0108,0.0097,0.1262,17
mas_Latn,0.0417,0.0134,0.0194,0.1456,17
nim_Latn,0.0422,0.0106,0.0,0.2621,17
nmf_Latn,0.0423,0.0118,0.0,0.2039,17
biu_Latn,0.0423,0.0113,0.0097,0.2233,17
rub_Latn,0.0423,0.0091,0.0,0.3398,17
zpt_Latn,0.0428,0.0112,0.0097,0.1553,17
plw_Latn,0.0428,0.0096,0.0097,0.1165,17
gvn_Latn,0.0428,0.0096,0.0,0.1262,17
ppk_Latn,0.0428,0.0143,0.0194,0.1359,17
mnb_Latn,0.0428,0.013,0.0097,0.1553,17
cnw_Latn,0.0428,0.0122,0.0097,0.1359,17
kus_Latn,0.0428,0.0138,0.0194,0.1165,17
bim_Latn,0.0428,0.015,0.0097,0.2427,17
vun_Latn,0.0434,0.0098,0.0,0.2524,17
tlj_Latn,0.0434,0.0064,0.0,0.3689,17
nus_Latn,0.0434,0.0066,0.0,0.6214,17
teo_Latn,0.0434,0.0156,0.0097,0.165,17
wbi_Latn,0.0434,0.0092,0.0,0.301,17
tbk_Latn,0.0434,0.0083,0.0,0.2039,17
dif_Latn,0.0434,0.0129,0.0097,0.1553,17
isd_Latn,0.0434,0.0142,0.0097,0.1942,17
nwx_Deva,0.044,0.0079,0.0,0.2039,17
hns_Latn,0.044,0.0119,0.0,0.0971,17
ify_Latn,0.0445,0.0143,0.0097,0.1262,17
syc_Syrc,0.0445,0.0109,0.0,0.2816,17
caa_Latn,0.0445,0.0099,0.0,0.1553,17
gnb_Latn,0.0445,0.009,0.0,0.2913,17
ton_Latn,0.0445,0.0099,0.0,0.2039,17
lew_Latn,0.0445,0.0124,0.0097,0.1942,17
mog_Latn,0.0445,0.0112,0.0097,0.1942,17
nsu_Latn,0.0445,0.015,0.0194,0.1456,17
nki_Latn,0.0451,0.0129,0.0097,0.1359,17
ewo_Latn,0.0451,0.0152,0.0194,0.1553,17
mug_Latn,0.0451,0.0107,0.0097,0.1942,17
chf_Latn,0.0451,0.0119,0.0097,0.1262,17
bgs_Latn,0.0451,0.0113,0.0097,0.2136,17
bhp_Latn,0.0451,0.0118,0.0097,0.2136,17
sda_Latn,0.0451,0.0149,0.0194,0.1942,17
niq_Latn,0.0451,0.0134,0.0097,0.1845,17
tke_Latn,0.0451,0.0132,0.0,0.165,17
myv_Cyrl,0.0451,0.0118,0.0,0.1262,17
qvc_Latn,0.0457,0.0085,0.0,0.3981,17
mhi_Latn,0.0457,0.016,0.0194,0.1553,17
ifb_Latn,0.0457,0.0133,0.0,0.1553,17
wiv_Latn,0.0457,0.0159,0.0097,0.1068,17
old_Latn,0.0462,0.0124,0.0097,0.233,17
kmk_Latn,0.0462,0.0146,0.0097,0.165,17
gom_Latn,0.0468,0.0141,0.0097,0.2136,17
kpv_Cyrl,0.0468,0.0121,0.0,0.165,17
nnq_Latn,0.0468,0.0125,0.0,0.2524,17
fuf_Latn,0.0474,0.0092,0.0,0.4078,17
bum_Latn,0.0474,0.017,0.0097,0.2039,17
vap_Latn,0.0474,0.0122,0.0,0.2136,17
nhx_Latn,0.0474,0.0115,0.0,0.1553,17
ncj_Latn,0.0474,0.0139,0.0097,0.1359,17
cha_Latn,0.0474,0.0156,0.0097,0.1165,17
mrw_Latn,0.0474,0.0118,0.0,0.2233,17
blz_Latn,0.0474,0.0164,0.0194,0.1262,17
gdg_Latn,0.0474,0.0152,0.0097,0.165,17
gej_Latn,0.0474,0.0135,0.0097,0.2913,17
miq_Latn,0.0474,0.0162,0.0097,0.2816,17
isn_Latn,0.0479,0.0158,0.0097,0.2621,17
gun_Latn,0.048,0.0138,0.0194,0.1456,17
smt_Latn,0.048,0.011,0.0097,0.2039,17
ifk_Latn,0.0485,0.0171,0.0194,0.1456,17
wuv_Latn,0.0485,0.0168,0.0097,0.1845,17
tih_Latn,0.0485,0.0164,0.0097,0.1942,17
uli_Latn,0.0485,0.0118,0.0097,0.1748,17
kbp_Latn,0.0485,0.009,0.0,0.4854,17
wbm_Latn,0.0491,0.015,0.0,0.5243,17
tzh_Latn,0.0491,0.0138,0.0097,0.1748,17
iry_Latn,0.0491,0.0169,0.0097,0.233,17
msm_Latn,0.0491,0.0115,0.0097,0.1748,17
ebk_Latn,0.0491,0.0161,0.0194,0.165,17
ghe_Deva,0.0497,0.008,0.0,0.2233,17
ndj_Latn,0.0497,0.0142,0.0,0.2816,17
pls_Latn,0.0497,0.0147,0.0097,0.165,17
prk_Latn,0.0497,0.0149,0.0,0.5243,17
qxl_Latn,0.0497,0.0117,0.0,0.301,17
kde_Latn,0.0497,0.013,0.0097,0.2816,17
mqj_Latn,0.0502,0.0154,0.0194,0.2039,17
kmm_Latn,0.0502,0.013,0.0097,0.2427,17
mcn_Latn,0.0508,0.0153,0.0097,0.2427,17
yao_Latn,0.0508,0.0125,0.0,0.2427,17
ivv_Latn,0.0508,0.013,0.0097,0.1942,17
tcs_Latn,0.0508,0.0123,0.0,0.1359,17
mak_Latn,0.0508,0.0098,0.0,0.2524,17
jmc_Latn,0.0508,0.0112,0.0,0.2913,17
reg_Latn,0.0514,0.0135,0.0,0.2816,17
laj_Latn,0.0514,0.0148,0.0097,0.3883,17
yom_Latn,0.0514,0.0139,0.0,0.233,17
mvp_Latn,0.0514,0.015,0.0194,0.1942,17
giz_Latn,0.0519,0.0162,0.0097,0.2621,17
rim_Latn,0.0519,0.0136,0.0097,0.2621,17
mah_Latn,0.0519,0.0178,0.0194,0.2427,17
nhy_Latn,0.052,0.0163,0.0194,0.2039,17
nlg_Latn,0.052,0.016,0.0097,0.1456,17
kia_Latn,0.052,0.0161,0.0097,0.2816,17
qvn_Latn,0.0525,0.0145,0.0097,0.301,17
kqe_Latn,0.0531,0.0151,0.0,0.2524,17
xnn_Latn,0.0531,0.0165,0.0097,0.1845,17
tgp_Latn,0.0531,0.02,0.0194,0.1748,17
mgw_Latn,0.0537,0.016,0.0,0.2913,17
qvs_Latn,0.0537,0.0112,0.0,0.3495,17
qvm_Latn,0.0537,0.0147,0.0097,0.2039,17
qxh_Latn,0.0542,0.0147,0.0097,0.3204,17
rmc_Latn,0.0542,0.0182,0.0194,0.165,17
sgb_Latn,0.0543,0.0126,0.0,0.2233,17
msk_Latn,0.0543,0.0139,0.0097,0.1553,17
poy_Latn,0.0548,0.0152,0.0097,0.2524,17
bkd_Latn,0.0548,0.0152,0.0097,0.2621,17
suk_Latn,0.0548,0.0128,0.0,0.3107,17
sbk_Latn,0.0548,0.0179,0.0097,0.2621,17
shu_Latn,0.0554,0.0164,0.0097,0.233,17
adh_Latn,0.0554,0.014,0.0097,0.4078,17
pck_Latn,0.0559,0.0163,0.0097,0.165,17
heh_Latn,0.056,0.0157,0.0097,0.3107,17
ffm_Latn,0.0565,0.0127,0.0,0.5049,17
kac_Latn,0.0565,0.0107,0.0,0.5728,17
toh_Latn,0.0565,0.0153,0.0097,0.2621,17
zai_Latn,0.0565,0.0194,0.0194,0.165,17
ctd_Latn,0.0565,0.0159,0.0097,0.3204,17
lbk_Latn,0.0565,0.0185,0.0194,0.1845,17
oss_Cyrl,0.0571,0.0148,0.0,0.3204,17
myx_Latn,0.0571,0.0136,0.0097,0.3592,17
lgm_Latn,0.0571,0.0165,0.0097,0.3689,17
sbs_Latn,0.0571,0.0166,0.0,0.3204,17
tuk_Arab,0.0571,0.0101,0.0,0.3786,17
qxo_Latn,0.0577,0.0122,0.0,0.3204,17
tsg_Latn,0.0582,0.0114,0.0,0.2427,17
ngu_Latn,0.0582,0.0158,0.0097,0.2039,17
rmn_Latn,0.0583,0.0208,0.0097,0.2136,17
kne_Latn,0.0588,0.0184,0.0194,0.2233,17
zaa_Latn,0.0594,0.015,0.0097,0.1942,17
qvh_Latn,0.0594,0.0153,0.0097,0.2621,17
qvi_Latn,0.0594,0.0133,0.0,0.3689,17
sme_Latn,0.0599,0.0176,0.0097,0.2621,17
lsm_Latn,0.0599,0.0139,0.0097,0.3981,17
mos_Latn,0.06,0.014,0.0,0.5437,17
bmb_Latn,0.0605,0.0155,0.0097,0.4078,17
sxb_Latn,0.0605,0.0133,0.0097,0.4175,17
mad_Latn,0.0605,0.0201,0.0097,0.2039,17
nho_Latn,0.0611,0.0174,0.0097,0.2039,17
glv_Latn,0.0611,0.0203,0.0194,0.2718,17
sop_Latn,0.0611,0.0158,0.0,0.466,17
guz_Latn,0.0611,0.0169,0.0097,0.3495,17
beq_Latn,0.0611,0.0154,0.0097,0.4175,17
itv_Latn,0.0611,0.0144,0.0,0.2136,17
agn_Latn,0.0617,0.017,0.0097,0.2039,17
hra_Latn,0.0617,0.0173,0.0097,0.301,17
qup_Latn,0.0617,0.0125,0.0,0.4757,17
quf_Latn,0.0617,0.0145,0.0097,0.4272,17
ngp_Latn,0.0617,0.0189,0.0097,0.3301,17
dhm_Latn,0.0622,0.0153,0.0097,0.4078,17
rup_Latn,0.0622,0.0197,0.0097,0.3204,17
smk_Latn,0.0622,0.0147,0.0097,0.2621,17
npl_Latn,0.0622,0.0191,0.0194,0.2427,17
dgc_Latn,0.0623,0.0193,0.0097,0.2427,17
meu_Latn,0.0628,0.0217,0.0097,0.4757,17
gaa_Latn,0.0639,0.0202,0.0097,0.3301,17
kab_Latn,0.0639,0.0138,0.0,0.7282,17
ruf_Latn,0.0639,0.0195,0.0097,0.3495,17
bgr_Latn,0.0639,0.0124,0.0,0.4951,17
xsb_Latn,0.0645,0.0178,0.0097,0.2427,17
vid_Latn,0.0657,0.017,0.0097,0.3689,17
kpg_Latn,0.0657,0.0194,0.0097,0.301,17
csy_Latn,0.0657,0.017,0.0,0.3301,17
alz_Latn,0.0668,0.0196,0.0194,0.3107,17
ndo_Latn,0.0668,0.0191,0.0097,0.3204,17
cnh_Latn,0.0668,0.0173,0.0097,0.3301,17
hmo_Latn,0.0668,0.0162,0.0097,0.4369,17
fuh_Latn,0.0668,0.0152,0.0,0.6311,17
zom_Latn,0.0674,0.0186,0.0097,0.3204,17
qwh_Latn,0.0674,0.0174,0.0097,0.3689,17
hmr_Latn,0.0674,0.0143,0.0,0.5049,17
rmy_Latn,0.068,0.0263,0.0194,0.2913,17
qxn_Latn,0.068,0.0167,0.0097,0.4175,17
ksb_Latn,0.0685,0.0203,0.0097,0.3689,17
btd_Latn,0.0685,0.0193,0.0097,0.2816,17
fuq_Latn,0.0685,0.0142,0.0,0.6311,17
ziw_Latn,0.0691,0.0207,0.0,0.3398,17
dyu_Latn,0.0691,0.0168,0.0,0.6505,17
ach_Latn,0.0697,0.0192,0.0,0.5728,17
cor_Latn,0.0697,0.0226,0.0194,0.2913,17
qub_Latn,0.0702,0.0182,0.0097,0.3204,17
zaj_Latn,0.0702,0.023,0.0,0.3786,17
fon_Latn,0.0708,0.0115,0.0,0.8544,17
mhr_Cyrl,0.0708,0.0197,0.0,0.3495,17
qva_Latn,0.0708,0.0184,0.0097,0.3786,17
ikk_Latn,0.0714,0.0174,0.0,0.3592,17
qvo_Latn,0.0725,0.0203,0.0097,0.4175,17
prf_Latn,0.0731,0.0265,0.0194,0.301,17
kng_Latn,0.0731,0.0202,0.0,0.5243,17
qug_Latn,0.0737,0.0192,0.0097,0.4272,17
bth_Latn,0.0742,0.0239,0.0194,0.2524,17
pkb_Latn,0.0754,0.0222,0.0097,0.4272,17
cgc_Latn,0.0754,0.0199,0.0097,0.301,17
cfm_Latn,0.0754,0.0193,0.0097,0.3689,17
kki_Latn,0.0765,0.023,0.0097,0.4272,17
lai_Latn,0.0765,0.0232,0.0,0.466,17
fuv_Latn,0.0765,0.0174,0.0,0.7184,17
nnb_Latn,0.0765,0.0168,0.0,0.4175,17
abx_Latn,0.0771,0.0191,0.0097,0.3495,17
hnj_Latn,0.0771,0.0264,0.0,0.7767,17
ayr_Latn,0.0771,0.0181,0.0097,0.4854,17
ewe_Latn,0.0771,0.0152,0.0,0.7573,17
aym_Latn,0.0777,0.0192,0.0097,0.4466,17
sah_Cyrl,0.0782,0.0217,0.0,0.3689,17
akb_Latn,0.0788,0.0218,0.0097,0.3204,17
bug_Latn,0.0794,0.0177,0.0097,0.6796,17
nyf_Latn,0.0794,0.0198,0.0097,0.4369,17
ksd_Latn,0.0794,0.0299,0.0194,0.4854,17
pis_Latn,0.0799,0.0244,0.0097,0.2039,17
tdt_Latn,0.08,0.0258,0.0097,0.3592,17
lam_Latn,0.0805,0.0173,0.0,0.5437,17
gog_Latn,0.0811,0.0228,0.0,0.5049,17
got_Latn,0.0811,0.0278,0.0097,0.3398,17
guw_Latn,0.0811,0.0274,0.0,0.6019,17
fub_Latn,0.0811,0.02,0.0097,0.6699,17
hae_Latn,0.0817,0.0176,0.0,0.8058,17
kjh_Cyrl,0.0817,0.019,0.0,0.3495,17
cwe_Latn,0.0817,0.0248,0.0,0.466,17
leh_Latn,0.0822,0.0234,0.0097,0.466,17
dug_Latn,0.0834,0.0222,0.0097,0.4757,17
nij_Latn,0.0839,0.0242,0.0194,0.3204,17
sas_Latn,0.084,0.0252,0.0097,0.3398,17
mck_Latn,0.0845,0.0227,0.0097,0.5243,17
loz_Latn,0.0851,0.0272,0.0194,0.4466,17
luo_Latn,0.0851,0.026,0.0097,0.7282,17
qxr_Latn,0.0857,0.02,0.0,0.534,17
bbc_Latn,0.0868,0.028,0.0194,0.4757,17
chv_Cyrl,0.0868,0.0242,0.0,0.4466,17
kdc_Latn,0.0868,0.0254,0.0,0.4951,17
bxr_Cyrl,0.0874,0.0187,0.0,0.466,17
kri_Latn,0.0879,0.0272,0.0097,0.3883,17
kck_Latn,0.0879,0.0275,0.0097,0.534,17
hnn_Latn,0.0891,0.0259,0.0097,0.3689,17
pdc_Latn,0.0902,0.0287,0.0194,0.301,17
cce_Latn,0.0908,0.0229,0.0097,0.5534,17
sag_Latn,0.0914,0.0231,0.0097,0.699,17
wol_Latn,0.0914,0.0253,0.0097,0.7087,17
bam_Latn,0.0919,0.0237,0.0097,0.7961,17
mhy_Latn,0.0919,0.0322,0.0194,0.3592,17
dov_Latn,0.0919,0.0282,0.0,0.5728,17
wmw_Latn,0.0925,0.0305,0.0097,0.5146,17
kik_Latn,0.0931,0.0214,0.0,0.8641,17
ven_Latn,0.0931,0.0243,0.0097,0.7087,17
efi_Latn,0.0942,0.0298,0.0194,0.5243,17
kiz_Latn,0.0942,0.026,0.0097,0.6117,17
fij_Latn,0.0942,0.0199,0.0,0.9126,17
mgr_Latn,0.0959,0.0289,0.0,0.6117,17
qve_Latn,0.0965,0.0203,0.0,0.6602,17
quw_Latn,0.0971,0.0296,0.0097,0.5534,17
kua_Latn,0.0976,0.0267,0.0097,0.5825,17
bts_Latn,0.0988,0.0322,0.0194,0.5825,17
ndg_Latn,0.0994,0.0328,0.0097,0.5534,17
gug_Latn,0.0994,0.0256,0.0194,0.7573,17
rmq_Latn,0.0994,0.0389,0.0388,0.3204,17
nhd_Latn,0.1005,0.026,0.0194,0.767,17
mww_Latn,0.1011,0.0399,0.0,0.9126,17
ace_Latn,0.1022,0.0272,0.0097,0.699,17
ban_Latn,0.1045,0.0273,0.0097,0.6311,17
btx_Latn,0.1045,0.036,0.0291,0.3398,17
lus_Latn,0.1051,0.0235,0.0,0.8544,17
qul_Latn,0.1056,0.0282,0.0097,0.6505,17
tyv_Cyrl,0.1068,0.0252,0.0,0.5049,17
bre_Latn,0.1074,0.0349,0.0194,0.3883,17
tir_Ethi,0.1091,0.0265,0.0,0.9223,17
pam_Latn,0.1091,0.0372,0.0194,0.3786,17
dig_Latn,0.1108,0.0371,0.0097,0.6019,17
ktu_Latn,0.1131,0.0351,0.0,0.8835,17
hay_Latn,0.1131,0.0386,0.0097,0.6796,17
ckb_Arab,0.1136,0.0303,0.0097,0.8641,17
nds_Latn,0.1148,0.04,0.0291,0.3981,17
toi_Latn,0.1148,0.04,0.0097,0.5922,17
nse_Latn,0.1159,0.0367,0.0097,0.6117,17
bis_Latn,0.1165,0.0315,0.0097,0.2816,17
quy_Latn,0.1165,0.032,0.0194,0.7184,17
uig_Latn,0.1176,0.0289,0.0097,0.5243,17
ary_Arab,0.1176,0.0297,0.0,0.3883,17
gag_Cyrl,0.1176,0.0374,0.0097,0.4272,17
srn_Latn,0.1188,0.0463,0.0194,0.5922,17
nyo_Latn,0.1216,0.0377,0.0,0.7379,17
twi_Latn,0.1233,0.0367,0.0097,0.9417,17
nyn_Latn,0.1239,0.0377,0.0097,0.7864,17
bzj_Latn,0.1245,0.0417,0.0097,0.3981,17
tso_Latn,0.1251,0.035,0.0097,0.9417,17
pse_Latn,0.1285,0.0396,0.0194,0.4854,17
swk_Latn,0.1296,0.0447,0.0097,0.6699,17
jam_Latn,0.1302,0.0447,0.0097,0.4951,17
quh_Latn,0.1302,0.0364,0.0194,0.767,17
seh_Latn,0.1302,0.0406,0.0097,0.6699,17
quz_Latn,0.1336,0.0339,0.0097,0.8447,17
pag_Latn,0.1348,0.0417,0.0194,0.8058,17
bem_Latn,0.1348,0.0476,0.0097,0.7864,17
kum_Cyrl,0.1348,0.0384,0.0,0.699,17
eus_Latn,0.1353,0.046,0.0097,0.8641,17
kaa_Latn,0.1359,0.0346,0.0097,0.4854,17
lin_Latn,0.1365,0.0424,0.0097,0.9417,17
min_Latn,0.1365,0.0401,0.0194,0.6019,17
hif_Latn,0.1371,0.0417,0.0097,0.5049,17
aze_Cyrl,0.1382,0.0371,0.0,0.6893,17
nyu_Latn,0.1411,0.0428,0.0097,0.8447,17
stq_Latn,0.1439,0.0488,0.0194,0.5243,17
rar_Latn,0.1456,0.0509,0.0,0.835,17
lug_Latn,0.1456,0.0424,0.0097,0.9709,17
urd_Latn,0.1456,0.0462,0.0097,0.534,17
hin_Latn,0.1473,0.0431,0.0097,0.3786,17
alt_Cyrl,0.1473,0.0471,0.0,0.6214,17
uig_Cyrl,0.1496,0.0326,0.0,0.7282,17
pdt_Latn,0.1525,0.0574,0.0194,0.6699,17
acf_Latn,0.1536,0.0499,0.0097,0.6602,17
tum_Latn,0.1536,0.0511,0.0097,0.8641,17
ljp_Latn,0.1548,0.053,0.0291,0.5534,17
ssw_Latn,0.1565,0.0539,0.0097,0.8155,17
clu_Latn,0.1588,0.0511,0.0194,0.5728,17
yor_Latn,0.1599,0.0505,0.0,0.9709,17
ndc_Latn,0.161,0.0632,0.0097,0.9223,17
ilo_Latn,0.1616,0.0455,0.0194,0.7573,17
aeb_Arab,0.1662,0.046,0.0,0.6505,17
msa_Latn,0.1685,0.0474,0.0291,0.699,17
icr_Latn,0.1685,0.0569,0.0291,0.3495,17
tpi_Latn,0.173,0.0488,0.0097,0.835,17
kin_Latn,0.173,0.0682,0.0,0.9417,17
tsn_Latn,0.1753,0.0676,0.0194,0.9709,17
nde_Latn,0.1776,0.0665,0.0097,0.8932,17
nbl_Latn,0.1776,0.0665,0.0097,0.8932,17
tuk_Cyrl,0.1782,0.0559,0.0194,0.699,17
nso_Latn,0.1793,0.0649,0.0097,0.9417,17
smo_Latn,0.1799,0.0622,0.0097,0.9806,17
ibo_Latn,0.1822,0.0653,0.0097,0.9709,17
bar_Latn,0.1839,0.0641,0.0291,0.5437,17
run_Latn,0.185,0.0716,0.0097,0.9612,17
iba_Latn,0.1856,0.0615,0.0194,0.6311,17
nya_Latn,0.1867,0.0752,0.0097,0.9515,17
sot_Latn,0.1873,0.0782,0.0097,0.9612,17
nog_Cyrl,0.1919,0.0602,0.0097,0.8544,17
xho_Latn,0.193,0.0786,0.0097,0.9709,17
sna_Latn,0.193,0.0775,0.0097,0.9903,17
