code,avg,avg_mean,min,max,num_models
mfe_Latn,0.1947,0.0753,0.0097,0.8544,17
som_Latn,0.1965,0.0789,0.0,1.0,17
krc_Cyrl,0.1976,0.0606,0.0097,0.7767,17
crh_Cyrl,0.1987,0.0613,0.0,0.699,17
crs_Latn,0.1993,0.0772,0.0194,0.8641,17
hau_Latn,0.2016,0.08,0.0097,0.9806,17
bak_Cyrl,0.2039,0.056,0.0,0.9417,17
zul_Latn,0.2067,0.0853,0.0097,0.9806,17
san_Deva,0.2079,0.0573,0.0097,0.699,17
mri_Latn,0.2102,0.0772,0.0,0.9903,17
sin_Sinh,0.2113,0.0776,0.0,1.0,17
tlh_Latn,0.2119,0.0638,0.0388,0.7379,17
plt_Latn,0.2125,0.0859,0.0097,0.9806,17
tuk_Latn,0.213,0.0732,0.0,0.932,17
sun_Latn,0.2136,0.08,0.0291,0.835,17
mya_Mymr,0.2165,0.0623,0.0,0.9709,17
tat_Cyrl,0.2216,0.0715,0.0,0.9223,17
jvn_Latn,0.2239,0.075,0.0194,0.7767,17
uig_Arab,0.2244,0.075,0.0097,0.9612,17
awa_Deva,0.2267,0.0631,0.0097,0.9806,17
amh_Ethi,0.2296,0.0953,0.0,1.0,17
msb_Latn,0.2319,0.0803,0.0194,0.8544,17
krj_Latn,0.2416,0.0795,0.0194,0.7476,17
hne_Deva,0.2433,0.0703,0.0097,0.9806,17
war_Latn,0.245,0.0807,0.0194,0.8835,17
khm_Khmr,0.245,0.0777,0.0,0.9612,17
jav_Latn,0.2484,0.0996,0.0194,0.9417,17
bcl_Latn,0.2496,0.0882,0.0388,0.6117,17
mai_Deva,0.2558,0.0749,0.0097,0.9709,17
mlt_Latn,0.2593,0.1001,0.0194,0.932,17
gla_Latn,0.2598,0.1039,0.0097,1.0,17
uzb_Cyrl,0.2633,0.0899,0.0,0.9417,17
pap_Latn,0.2718,0.105,0.0291,0.9417,17
hat_Latn,0.2736,0.106,0.0097,0.9709,17
pcm_Latn,0.2781,0.1105,0.0583,0.6117,17
kaa_Cyrl,0.2787,0.0978,0.0097,0.9417,17
tgk_Cyrl,0.2867,0.1125,0.0,0.9806,17
kir_Cyrl,0.2901,0.1102,0.0,0.9806,17
kmr_Latn,0.2901,0.1151,0.0097,0.9515,17
gle_Latn,0.2907,0.1147,0.0,0.9709,17
snd_Arab,0.2987,0.1114,0.0,0.9515,17
gul_Latn,0.2998,0.1172,0.068,0.6117,17
asm_Beng,0.301,0.0961,0.0194,0.9417,17
fry_Latn,0.3038,0.1271,0.0291,1.0,17
gag_Latn,0.3055,0.1202,0.0485,0.8641,17
nep_Deva,0.3084,0.1118,0.0,0.9029,17
kan_Knda,0.3124,0.1062,0.0,0.9806,17
tel_Telu,0.3147,0.1139,0.0097,0.9515,17
zsm_Latn,0.3164,0.1018,0.068,0.8835,17
pan_Guru,0.3193,0.12,0.0,0.9806,17
uzb_Latn,0.3221,0.1143,0.0097,0.9806,17
ory_Orya,0.3284,0.1282,0.0,1.0,17
sco_Latn,0.3358,0.1325,0.0485,0.7767,17
mal_Mlym,0.3369,0.1172,0.0,0.9612,17
tam_Taml,0.3409,0.1145,0.0097,0.9612,17
cym_Latn,0.3478,0.145,0.0194,1.0,17
kaz_Cyrl,0.3489,0.1313,0.0194,0.9612,17
ceb_Latn,0.3541,0.1311,0.0485,0.8932,17
hil_Latn,0.3558,0.1328,0.0291,0.9515,17
swg_Latn,0.3558,0.1379,0.0583,0.8641,17
npi_Deva,0.3581,0.1301,0.0097,0.9417,17
guj_Gujr,0.3655,0.1403,0.0097,0.9029,17
swh_Latn,0.3666,0.1578,0.0097,0.9806,17
kat_Geor,0.3826,0.1672,0.0097,1.0,17
cbk_Latn,0.3866,0.1503,0.1165,0.767,17
urd_Arab,0.4106,0.1511,0.0388,0.9709,17
ben_Beng,0.4106,0.1577,0.0388,0.9903,17
urd_Deva,0.4135,0.1588,0.0388,0.9223,17
mar_Deva,0.4283,0.1786,0.0097,0.9806,17
hye_Armn,0.4289,0.1867,0.0194,0.9806,17
fao_Latn,0.43,0.1787,0.0485,0.9806,17
mbf_Latn,0.4369,0.1807,0.1359,0.9515,17
lzh_Hani,0.438,0.1686,0.0485,0.8835,17
azb_Latn,0.4517,0.189,0.0194,0.9806,17
mwl_Latn,0.4626,0.2042,0.165,0.9515,17
arz_Arab,0.4655,0.1804,0.0,0.9612,17
tha_Thai,0.4677,0.146,0.0777,0.9806,17
fil_Latn,0.4712,0.1983,0.0583,0.9417,17
aze_Latn,0.4803,0.2074,0.0291,0.9903,17
hwc_Latn,0.4831,0.2217,0.1553,0.8641,17
heb_Hebr,0.4911,0.219,0.1262,0.835,17
hak_Hani,0.4929,0.2151,0.1553,0.8835,17
isl_Latn,0.494,0.2235,0.0485,0.9515,17
arb_Arab,0.4963,0.1981,0.0194,0.9417,17
sqi_Latn,0.5151,0.2425,0.0485,1.0,17
tgl_Latn,0.5214,0.2231,0.0485,1.0,17
est_Latn,0.5226,0.2347,0.0291,0.9709,17
aln_Latn,0.5231,0.2447,0.0388,1.0,17
nno_Latn,0.5357,0.2513,0.165,0.9417,17
hin_Deva,0.5385,0.2288,0.0485,0.9806,17
prs_Arab,0.5563,0.2577,0.1165,0.9612,17
pes_Arab,0.5568,0.2577,0.1165,0.9612,17
tur_Latn,0.5574,0.2443,0.1748,0.9903,17
lav_Latn,0.5608,0.2478,0.068,0.9709,17
lit_Latn,0.5734,0.2655,0.0485,0.9806,17
fin_Latn,0.6054,0.2946,0.1068,0.9903,17
bel_Cyrl,0.6117,0.2906,0.0971,1.0,17
zho_Hani,0.6117,0.2792,0.1068,0.9806,17
epo_Latn,0.6122,0.3066,0.0388,1.0,17
deu_Latn,0.6293,0.3205,0.2136,0.932,17
ell_Grek,0.6391,0.2945,0.0874,0.9903,17
hrv_Latn,0.6396,0.3099,0.165,1.0,17
kor_Hang,0.6436,0.3018,0.233,0.9903,17
slv_Latn,0.6436,0.2964,0.1165,0.9903,17
hun_Latn,0.6602,0.3198,0.0971,1.0,17
slk_Latn,0.6631,0.3209,0.1942,0.9903,17
chu_Cyrl,0.6636,0.3529,0.2233,1.0,17
enm_Latn,0.6813,0.4295,0.3592,0.9126,17
srp_Cyrl,0.6825,0.3342,0.1845,0.9709,17
vie_Latn,0.699,0.3695,0.3592,0.9709,17
srp_Latn,0.711,0.3525,0.2816,1.0,17
zlm_Latn,0.7167,0.3456,0.4078,0.9806,17
mkd_Cyrl,0.7304,0.3559,0.2427,0.9806,17
ron_Latn,0.731,0.3475,0.301,0.9806,17
cat_Latn,0.7447,0.3873,0.4563,0.9903,17
pol_Latn,0.7504,0.3858,0.3689,1.0,17
ces_Latn,0.7516,0.3867,0.3107,1.0,17
ukr_Cyrl,0.7561,0.3894,0.3398,1.0,17
swe_Latn,0.7653,0.4026,0.4466,0.9903,17
spa_Latn,0.7733,0.4505,0.5049,0.9903,17
afr_Latn,0.7778,0.4201,0.2621,1.0,17
cmn_Hani,0.7819,0.435,0.3495,0.9806,17
bul_Cyrl,0.7967,0.4304,0.3495,1.0,17
lat_Latn,0.7984,0.4485,0.301,1.0,17
nob_Latn,0.8144,0.4847,0.3883,1.0,17
dan_Latn,0.8167,0.4709,0.4466,1.0,17
ind_Latn,0.8178,0.4398,0.6019,1.0,17
por_Latn,0.8384,0.4886,0.6893,1.0,17
rus_Cyrl,0.8567,0.5175,0.6408,1.0,17
ita_Latn,0.8698,0.5281,0.6602,0.9903,17
fra_Latn,0.8698,0.5208,0.6602,0.9903,17
nld_Latn,0.8772,0.5315,0.5534,1.0,17
