code,script,fertility,fertility_decoder,tokens_per_char,alignment,num_tokenizers
kir_Cyrl,Cyrl,52.578,67.005,0.4438,0.2901,4
kiw_Latn,Latn,70.525,74.31,0.4836,0.0171,4
kix_Latn,Latn,49.258,49.495,0.4075,0.0245,4
kiz_Latn,Latn,50.9,55.61,0.3837,0.0942,4
kjb_Latn,Latn,72.045,68.91,0.4108,0.036,4
kje_Latn,Latn,63.082,62.715,0.3905,0.0325,4
kjh_Cyrl,Cyrl,64.748,73.975,0.5136,0.0817,4
kjs_Latn,Latn,59.065,60.57,0.3556,0.0217,4
kkc_Latn,Latn,71.875,72.17,0.3758,0.008,4
kki_Latn,Latn,43.008,43.975,0.3799,0.0765,4
kkj_Latn,Latn,93.088,99.345,0.6372,0.0228,4
klv_Latn,Latn,60.5,61.53,0.4642,0.0217,4
kma_Latn,Latn,76.915,82.16,0.5656,0.024,4
kmg_Latn,Latn,62.767,65.185,0.4982,0.0285,4
kmk_Latn,Latn,53.045,53.31,0.3706,0.0462,4
kmm_Latn,Latn,54.248,54.175,0.4088,0.0502,4
kmo_Latn,Latn,58.135,58.1,0.3837,0.0137,4
kmr_Latn,Latn,45.747,50.795,0.4095,0.2901,4
kms_Latn,Latn,66.282,66.675,0.3709,0.0245,4
kne_Latn,Latn,51.94,52.09,0.3489,0.0588,4
knf_Latn,Latn,55.062,56.465,0.4866,0.016,4
kng_Latn,Latn,46.71,47.89,0.3717,0.0731,4
knj_Latn,Latn,79.51,75.76,0.4233,0.0331,4
knk_Latn,Latn,58.315,59.88,0.4713,0.0263,4
kno_Latn,Latn,87.907,89.625,0.5219,0.0057,4
knv_Latn,Latn,75.262,76.255,0.4141,0.0143,4
kog_Latn,Latn,80.825,83.75,0.4324,0.008,4
kor_Hang,Hang,41.828,43.675,0.5581,0.6436,4
kor_Latn,Latn,43.385,45.04,0.4031,0.0086,4
kpf_Latn,Latn,63.288,64.435,0.512,0.0285,4
kpg_Latn,Latn,57.0,58.23,0.3741,0.0657,4
kpj_Latn,Latn,60.023,59.685,0.4575,0.0154,4
kpv_Cyrl,Cyrl,57.005,60.03,0.5526,0.0468,4
kpx_Latn,Latn,55.877,56.815,0.3793,0.0131,4
kpz_Latn,Latn,57.197,59.105,0.4065,0.0211,4
kqc_Latn,Latn,49.985,51.82,0.3609,0.0371,4
kqe_Latn,Latn,57.58,58.17,0.3425,0.0531,4
kqo_Latn,Latn,107.59,102.88,0.5541,0.0023,4
kqp_Latn,Latn,63.235,64.54,0.4787,0.0217,4
kqs_Latn,Latn,64.112,65.215,0.5074,0.0263,4
kqy_Ethi,Ethi,94.89,130.67,1.2394,0.0029,4
krc_Cyrl,Cyrl,57.493,63.615,0.483,0.1976,4
kri_Latn,Latn,64.505,65.62,0.5139,0.0879,4
krj_Latn,Latn,55.235,56.38,0.3361,0.2416,4
kru_Deva,Deva,81.377,101.035,0.6466,0.02,4
ksb_Latn,Latn,42.172,43.515,0.3989,0.0685,4
ksc_Latn,Latn,52.305,52.03,0.3731,0.0411,4
ksd_Latn,Latn,44.782,45.555,0.3561,0.0794,4
ksf_Latn,Latn,102.795,109.11,0.6746,0.0137,4
ksj_Latn,Latn,79.885,89.52,0.5598,0.0274,4
ksp_Latn,Latn,52.15,52.03,0.4272,0.0211,4
ksr_Latn,Latn,78.822,82.185,0.4599,0.016,4
kss_Latn,Latn,152.227,175.325,0.8098,0.004,4
ksw_Mymr,Mymr,160.815,218.08,1.3021,0.0086,4
ktb_Ethi,Ethi,83.5,116.93,1.2392,0.0086,4
ktj_Latn,Latn,135.725,139.37,0.6949,0.0057,4
kto_Latn,Latn,62.005,63.5,0.3569,0.0228,4
ktu_Latn,Latn,45.483,46.815,0.3649,0.1131,4
kua_Latn,Latn,48.752,49.945,0.3865,0.0976,4
kub_Latn,Latn,78.203,78.475,0.5201,0.0217,4
kud_Latn,Latn,65.602,67.735,0.4087,0.02,4
kue_Latn,Latn,55.2,56.83,0.3639,0.0251,4
kuj_Latn,Latn,58.06,60.0,0.4115,0.0206,4
kum_Cyrl,Cyrl,60.675,66.68,0.4845,0.1348,4
kup_Latn,Latn,74.105,75.19,0.3881,0.0148,4
kus_Latn,Latn,47.013,46.065,0.4112,0.0428,4
kvg_Latn,Latn,84.0,86.64,0.4919,0.0137,4
kvj_Latn,Latn,69.99,73.07,0.4983,0.0154,4
kvn_Latn,Latn,77.3,77.5,0.3985,0.024,4
kwd_Latn,Latn,86.763,85.355,0.4117,0.0228,4
kwf_Latn,Latn,83.65,81.0,0.4063,0.0303,4
kwj_Latn,Latn,66.74,67.91,0.3786,0.0194,4
kxc_Ethi,Ethi,106.175,146.79,1.2303,0.0068,4
kxm_Thai,Thai,92.838,99.745,0.6706,0.0103,4
kxw_Latn,Latn,92.855,101.46,0.5246,0.0166,4
kyc_Latn,Latn,63.013,64.325,0.3634,0.0126,4
kyf_Latn,Latn,92.663,96.145,0.6417,0.0108,4
kyg_Latn,Latn,77.438,76.385,0.4293,0.0063,4
kyq_Latn,Latn,91.738,96.245,0.5865,0.0166,4
kyu_Mymr,Mymr,236.125,329.98,1.2582,0.0017,4
kzf_Latn,Latn,63.182,63.925,0.37,0.0394,4
lac_Latn,Latn,86.09,85.03,0.4525,0.0217,4
lai_Latn,Latn,52.505,53.97,0.3787,0.0765,4
laj_Latn,Latn,43.65,43.69,0.4195,0.0514,4
lam_Latn,Latn,57.66,60.49,0.4499,0.0805,4
las_Latn,Latn,70.61,72.61,0.5618,0.0206,4
lat_Latn,Latn,33.345,34.85,0.31,0.7984,4
lav_Latn,Latn,44.797,51.835,0.4007,0.5608,4
lbj_Tibt,Tibt,162.825,265.68,1.0475,0.0183,4
lbk_Latn,Latn,54.965,54.39,0.3609,0.0565,4
lcm_Latn,Latn,52.718,54.115,0.3551,0.0331,4
ldi_Latn,Latn,51.64,52.21,0.4451,0.0377,4
lee_Latn,Latn,96.498,100.855,0.6779,0.0143,4
lef_Latn,Latn,77.72,80.91,0.5393,0.0326,4
leh_Latn,Latn,52.703,54.975,0.3835,0.0822,4
lem_Latn,Latn,102.897,108.335,0.6392,0.0114,4
leu_Latn,Latn,54.302,55.705,0.3798,0.028,4
lew_Latn,Latn,55.205,57.4,0.3655,0.0445,4
lex_Latn,Latn,75.325,75.93,0.393,0.0303,4
lgl_Latn,Latn,68.155,71.1,0.3898,0.0303,4
lgm_Latn,Latn,41.407,41.815,0.3644,0.0571,4
lhi_Latn,Latn,82.73,81.8,0.412,0.0046,4
lhm_Latn,Latn,78.263,83.265,0.4975,0.0046,4
lhu_Latn,Latn,108.855,110.8,0.5587,0.004,4
lia_Latn,Latn,78.235,82.01,0.5063,0.0114,4
lid_Latn,Latn,62.957,62.315,0.3918,0.0228,4
lif_Deva,Deva,125.53,159.01,0.701,0.0068,4
lif_Limb,Limb,174.98,304.3,1.2396,0.0034,4
lin_Latn,Latn,52.01,52.77,0.3799,0.1365,4
lip_Latn,Latn,79.16,83.95,0.5378,0.0343,4
lit_Latn,Latn,40.955,46.76,0.4008,0.5734,4
ljp_Latn,Latn,47.875,49.95,0.3477,0.1548,4
lmk_Latn,Latn,54.735,54.97,0.3952,0.0297,4
lmp_Latn,Latn,76.532,75.205,0.5527,0.0137,4
lob_Latn,Latn,73.485,77.58,0.6509,0.0126,4
log_Latn,Latn,101.645,105.29,0.6034,0.0177,4
lol_Latn,Latn,45.36,45.15,0.4155,0.0297,4
lom_Latn,Latn,74.31,77.27,0.5656,0.0086,4
loq_Latn,Latn,65.365,67.99,0.5156,0.0274,4
loz_Latn,Latn,48.953,48.565,0.3952,0.0851,4
lsi_Latn,Latn,78.308,77.475,0.4415,0.0131,4
lsm_Latn,Latn,57.095,57.94,0.3873,0.0599,4
lug_Latn,Latn,46.675,47.04,0.4025,0.1456,4
luo_Latn,Latn,45.403,44.985,0.3824,0.0851,4
lus_Latn,Latn,55.565,54.97,0.4206,0.1051,4
lwo_Latn,Latn,75.2,74.83,0.4127,0.0097,4
lww_Latn,Latn,88.412,89.295,0.3912,0.0091,4
lzh_Hani,Hani,21.9,22.44,1.0191,0.438,4
maa_Latn,Latn,80.495,79.03,0.5423,0.0314,4
mad_Latn,Latn,57.842,59.185,0.3708,0.0605,4
maf_Latn,Latn,56.585,56.72,0.4773,0.036,4
mah_Latn,Latn,56.09,56.26,0.4966,0.0519,4
mai_Deva,Deva,75.403,93.465,0.6042,0.2558,4
maj_Latn,Latn,88.91,95.12,0.5646,0.028,4
mak_Latn,Latn,63.562,63.935,0.3744,0.0508,4
mal_Latn,Latn,45.527,47.525,0.3716,0.0086,4
mal_Mlym,Mlym,116.52,194.76,0.8747,0.3369,4
mam_Latn,Latn,60.537,57.895,0.4378,0.0354,4
maq_Latn,Latn,86.292,85.775,0.3949,0.0274,4
mar_Deva,Deva,62.127,88.845,0.5261,0.4283,4
mas_Latn,Latn,43.838,43.905,0.3966,0.0417,4
mau_Latn,Latn,104.42,111.6,0.5962,0.0285,4
mav_Latn,Latn,130.97,128.1,0.4343,0.0091,4
maw_Latn,Latn,69.697,71.075,0.4702,0.0171,4
maz_Latn,Latn,84.48,83.12,0.497,0.0303,4
mbb_Latn,Latn,77.795,78.2,0.385,0.0263,4
mbc_Latn,Latn,108.045,113.39,0.4753,0.016,4
mbd_Latn,Latn,71.45,69.41,0.3788,0.0263,4
mbf_Latn,Latn,45.445,46.97,0.3165,0.4369,4
mbh_Latn,Latn,64.12,65.13,0.3713,0.0234,4
mbi_Latn,Latn,71.808,71.475,0.3701,0.0188,4
mbj_Latn,Latn,90.915,88.09,0.4908,0.0131,4
mbl_Latn,Latn,87.575,84.84,0.572,0.0057,4
mbs_Latn,Latn,61.203,59.215,0.3631,0.0388,4
mbt_Latn,Latn,57.875,57.37,0.3652,0.0217,4
mca_Latn,Latn,108.075,123.79,0.5743,0.0383,4
mcb_Latn,Latn,68.147,70.725,0.358,0.0114,4
mcd_Latn,Latn,67.273,68.195,0.3774,0.0234,4
mcf_Latn,Latn,68.482,69.395,0.3981,0.0057,4
mck_Latn,Latn,52.458,54.085,0.3814,0.0845,4
mcn_Latn,Latn,47.945,47.36,0.3999,0.0508,4
mco_Latn,Latn,85.49,87.51,0.5534,0.0354,4
mcp_Latn,Latn,90.618,97.005,0.64,0.0217,4
mcq_Latn,Latn,55.703,55.535,0.409,0.0097,4
mcr_Latn,Latn,100.175,105.09,0.5978,0.0114,4
mcu_Latn,Latn,76.647,77.805,0.5709,0.02,4
mda_Latn,Latn,101.29,110.57,0.6241,0.0126,4
mdy_Ethi,Ethi,109.06,147.38,1.3162,0.0114,4
mee_Latn,Latn,63.995,64.84,0.3536,0.0217,4
mej_Latn,Latn,76.137,79.175,0.3758,0.04,4
men_Latn,Latn,62.45,64.16,0.499,0.0263,4
meq_Latn,Latn,78.938,83.065,0.4539,0.0228,4
met_Latn,Latn,47.32,49.49,0.3568,0.028,4
meu_Latn,Latn,48.145,48.97,0.3892,0.0628,4
mfe_Latn,Latn,39.383,38.585,0.3631,0.1947,4
mfh_Latn,Latn,75.692,77.885,0.484,0.0234,4
mfi_Latn,Latn,75.037,76.115,0.4337,0.0228,4
mfk_Latn,Latn,65.292,66.805,0.4317,0.0268,4
mfq_Latn,Latn,78.852,81.745,0.6135,0.012,4
mfy_Latn,Latn,61.773,64.235,0.433,0.0388,4
mgh_Latn,Latn,52.535,53.31,0.3981,0.0325,4
mgr_Latn,Latn,46.742,47.795,0.3837,0.0959,4
mgw_Latn,Latn,49.252,52.385,0.4046,0.0537,4
mhi_Latn,Latn,48.478,47.085,0.4175,0.0457,4
mhl_Latn,Latn,58.71,59.57,0.4023,0.0217,4
mhr_Cyrl,Cyrl,54.188,59.505,0.4838,0.0708,4
mhx_Latn,Latn,80.075,80.66,0.4578,0.016,4
mhy_Latn,Latn,49.635,51.6,0.3538,0.0919,4
mib_Latn,Latn,80.51,82.37,0.5026,0.0394,4
mic_Latn,Latn,66.535,64.71,0.4529,0.0114,4
mie_Latn,Latn,86.39,88.94,0.529,0.04,4
mif_Latn,Latn,76.62,77.28,0.4463,0.0223,4
mig_Latn,Latn,94.593,99.935,0.617,0.036,4
mih_Latn,Latn,71.823,72.975,0.4413,0.0348,4
mil_Latn,Latn,127.785,134.05,0.6015,0.012,4
min_Latn,Latn,65.35,66.7,0.352,0.1365,4
mio_Latn,Latn,75.505,75.78,0.4085,0.0268,4
miq_Latn,Latn,52.06,52.72,0.363,0.0474,4
mit_Latn,Latn,97.39,97.81,0.5463,0.04,4
miy_Latn,Latn,167.743,199.395,0.7378,0.0268,4
miz_Latn,Latn,97.16,104.12,0.5943,0.0234,4
mjc_Latn,Latn,84.952,89.155,0.454,0.0325,4
mjw_Latn,Latn,49.09,50.53,0.3593,0.0297,4
mkd_Cyrl,Cyrl,42.12,49.34,0.3889,0.7304,4
mkj_Latn,Latn,54.102,55.445,0.4059,0.0394,4
mkl_Latn,Latn,82.41,87.75,0.7003,0.0166,4
mks_Latn,Latn,125.77,140.65,0.5544,0.0268,4
mle_Latn,Latn,69.26,72.33,0.4094,0.008,4
mlh_Latn,Latn,75.617,77.815,0.4697,0.0217,4
mlp_Latn,Latn,70.53,72.55,0.3793,0.0165,4
mlt_Latn,Latn,56.273,55.915,0.4736,0.2593,4
mmn_Latn,Latn,59.655,61.42,0.3346,0.04,4
mmo_Latn,Latn,62.287,62.455,0.3882,0.0091,4
mmx_Latn,Latn,58.372,59.445,0.3588,0.024,4
mna_Latn,Latn,65.465,66.44,0.3955,0.0194,4
mnb_Latn,Latn,53.212,52.925,0.3811,0.0428,4
mnf_Latn,Latn,75.82,79.31,0.615,0.0114,4
mnk_Latn,Latn,57.935,58.38,0.4362,0.0337,4
moa_Latn,Latn,118.848,122.765,0.6356,0.012,4
moc_Latn,Latn,84.543,83.545,0.46,0.024,4
mog_Latn,Latn,66.963,67.785,0.3862,0.0445,4
mop_Latn,Latn,87.625,82.6,0.4428,0.0297,4
mor_Latn,Latn,73.14,77.88,0.6403,0.0068,4
mos_Latn,Latn,51.883,51.545,0.4937,0.06,4
mox_Latn,Latn,72.748,77.005,0.4344,0.0137,4
mpg_Latn,Latn,48.585,47.9,0.3872,0.0308,4
mpm_Latn,Latn,85.43,83.81,0.4416,0.0371,4
mpp_Latn,Latn,62.82,63.47,0.3875,0.0251,4
mps_Latn,Latn,78.072,77.485,0.3797,0.0223,4
mpt_Latn,Latn,57.825,59.96,0.3607,0.0091,4
mpx_Latn,Latn,59.087,59.465,0.377,0.0171,4
mqb_Latn,Latn,85.517,87.575,0.4385,0.0183,4
mqj_Latn,Latn,53.225,54.41,0.3614,0.0502,4
mqy_Latn,Latn,51.962,51.955,0.3963,0.0411,4
mrg_Latn,Latn,62.33,60.39,0.4559,0.0148,4
mri_Latn,Latn,51.965,51.77,0.3823,0.2102,4
mrw_Latn,Latn,52.84,54.32,0.3554,0.0474,4
msa_Latn,Latn,59.123,61.295,0.3366,0.1685,4
msb_Latn,Latn,48.602,50.305,0.343,0.2319,4
mse_Latn,Latn,46.348,46.885,0.4136,0.032,4
msk_Latn,Latn,65.588,66.715,0.3353,0.0543,4
msm_Latn,Latn,58.135,57.75,0.3666,0.0491,4
msy_Latn,Latn,67.755,70.79,0.4532,0.0285,4
mta_Latn,Latn,70.553,69.665,0.4089,0.0228,4
mtg_Latn,Latn,97.762,99.365,0.3878,0.024,4
mti_Latn,Latn,46.545,47.15,0.3811,0.028,4
mtj_Latn,Latn,73.417,73.485,0.3881,0.0354,4
mto_Latn,Latn,126.695,135.25,0.5886,0.024,4
mtp_Latn,Latn,89.938,88.085,0.5039,0.0086,4
mua_Latn,Latn,56.39,58.77,0.4943,0.0417,4
mug_Latn,Latn,61.49,62.45,0.4824,0.0451,4
muh_Latn,Latn,98.112,98.065,0.4365,0.0165,4
mur_Latn,Latn,75.365,78.86,0.4933,0.0217,4
mux_Latn,Latn,93.83,97.1,0.3825,0.0114,4
muy_Latn,Latn,80.545,85.29,0.4611,0.0126,4
mva_Latn,Latn,61.163,63.045,0.3667,0.0217,4
mvn_Latn,Latn,81.91,82.22,0.4088,0.0268,4
mvp_Latn,Latn,54.543,55.375,0.37,0.0514,4
mwc_Latn,Latn,52.675,54.05,0.3671,0.0365,4
mwe_Latn,Latn,53.117,57.605,0.3833,0.0308,4
mwl_Latn,Latn,42.462,41.795,0.344,0.4626,4
mwm_Latn,Latn,94.47,103.27,0.6615,0.0268,4
mwp_Latn,Latn,78.397,79.575,0.3932,0.0137,4
mwq_Latn,Latn,57.358,55.335,0.3878,0.0245,4
mwv_Latn,Latn,63.027,64.115,0.3763,0.0371,4
mww_Latn,Latn,69.25,68.12,0.4249,0.1011,4
mxb_Latn,Latn,108.638,117.425,0.5925,0.0308,4
mxp_Latn,Latn,110.213,114.035,0.5993,0.0274,4
mxq_Latn,Latn,89.925,94.37,0.6001,0.0166,4
mxt_Latn,Latn,82.62,84.42,0.452,0.0331,4
mxv_Latn,Latn,95.62,102.93,0.472,0.0223,4
mya_Mymr,Mymr,140.692,231.435,1.0397,0.2165,4
myb_Latn,Latn,49.047,48.685,0.4724,0.0211,4
myk_Latn,Latn,69.138,71.935,0.5229,0.02,4
myv_Cyrl,Cyrl,61.045,65.36,0.4622,0.0451,4
myx_Latn,Latn,56.205,57.55,0.3851,0.0571,4
myy_Latn,Latn,101.528,104.525,0.5137,0.024,4
mza_Latn,Latn,93.637,91.995,0.4563,0.0223,4
mzh_Latn,Latn,62.7,62.09,0.4301,0.0417,4
mzk_Latn,Latn,67.925,67.11,0.4478,0.0348,4
mzl_Latn,Latn,133.78,146.06,0.6189,0.0314,4
mzm_Latn,Latn,90.427,95.085,0.5902,0.0114,4
mzw_Latn,Latn,68.028,70.475,0.5269,0.0268,4
naf_Latn,Latn,77.918,81.725,0.446,0.0114,4
nak_Latn,Latn,72.755,72.99,0.3765,0.0188,4
nan_Latn,Latn,71.873,72.465,0.5808,0.0228,4
naq_Latn,Latn,65.715,67.41,0.568,0.0274,4
nas_Latn,Latn,77.207,85.105,0.4701,0.0143,4
nav_Latn,Latn,81.205,81.9,0.5513,0.0223,4
naw_Latn,Latn,91.255,98.58,0.6568,0.0194,4
nbc_Latn,Latn,48.85,50.4,0.4046,0.0308,4
nbe_Latn,Latn,51.028,51.425,0.3928,0.0348,4
nbl_Latn,Latn,45.412,47.985,0.3778,0.1776,4
nbq_Latn,Latn,75.073,75.145,0.3889,0.0165,4
nbu_Latn,Latn,59.5,60.66,0.3948,0.0251,4
nca_Latn,Latn,65.595,66.78,0.4482,0.0188,4
nch_Latn,Latn,67.252,68.505,0.3725,0.0291,4
ncj_Latn,Latn,57.607,57.635,0.3882,0.0474,4
ncl_Latn,Latn,75.438,75.955,0.3707,0.0337,4
nct_Latn,Latn,47.695,48.28,0.3606,0.0343,4
ncu_Latn,Latn,116.683,130.125,0.6543,0.0131,4
ndc_Latn,Latn,45.267,47.505,0.38,0.161,4
nde_Latn,Latn,45.412,47.985,0.3778,0.1776,4
ndg_Latn,Latn,43.773,47.835,0.3581,0.0994,4
ndi_Latn,Latn,103.328,106.685,0.6571,0.0211,4
ndj_Latn,Latn,47.555,49.6,0.3744,0.0497,4
ndo_Latn,Latn,49.02,49.72,0.3825,0.0668,4
ndp_Latn,Latn,52.05,52.41,0.4028,0.0245,4
nds_Latn,Latn,48.822,48.105,0.3896,0.1148,4
ndz_Latn,Latn,101.543,102.025,0.5552,0.016,4
neb_Latn,Latn,105.388,106.715,0.5766,0.008,4
nep_Deva,Deva,70.79,98.43,0.5664,0.3084,4
nfr_Latn,Latn,57.973,59.105,0.4586,0.0342,4
ngc_Latn,Latn,46.825,47.79,0.4176,0.0382,4
ngp_Latn,Latn,50.388,51.965,0.3892,0.0617,4
ngu_Latn,Latn,63.572,64.595,0.3881,0.0582,4
nhd_Latn,Latn,54.493,54.035,0.4535,0.1005,4
nhe_Latn,Latn,70.692,71.835,0.3807,0.0285,4
nhg_Latn,Latn,61.608,62.695,0.4042,0.0417,4
nhi_Latn,Latn,59.685,59.9,0.3998,0.0388,4
nho_Latn,Latn,67.85,69.16,0.3764,0.0611,4
nhr_Latn,Latn,78.845,78.01,0.5181,0.02,4
nhu_Latn,Latn,78.938,80.105,0.5506,0.0154,4
nhw_Latn,Latn,69.215,70.36,0.3763,0.0268,4
nhx_Latn,Latn,73.145,79.92,0.5305,0.0474,4
nhy_Latn,Latn,61.595,62.98,0.3857,0.052,4
nia_Latn,Latn,58.95,58.69,0.4432,0.0325,4
nif_Latn,Latn,88.078,92.395,0.5439,0.0126,4
nii_Latn,Latn,70.142,68.415,0.3954,0.0126,4
nij_Latn,Latn,49.683,50.815,0.3498,0.0839,4
nim_Latn,Latn,52.273,52.125,0.4656,0.0422,4
nin_Latn,Latn,53.67,52.54,0.3964,0.024,4
niq_Latn,Latn,47.258,46.935,0.3851,0.0451,4
niy_Latn,Latn,134.582,140.755,0.7335,0.0131,4
njb_Latn,Latn,58.575,59.18,0.4016,0.0211,4
njm_Latn,Latn,49.035,51.05,0.3977,0.028,4
njn_Latn,Latn,52.862,53.705,0.3801,0.0325,4
njo_Latn,Latn,48.203,48.675,0.3869,0.0314,4
njz_Latn,Latn,56.875,56.25,0.4347,0.0154,4
nki_Latn,Latn,50.043,49.725,0.3932,0.0451,4
nko_Latn,Latn,87.067,93.555,0.6783,0.0263,4
nlc_Latn,Latn,71.605,72.41,0.3707,0.0228,4
nld_Latn,Latn,40.66,41.01,0.3064,0.8772,4
nlg_Latn,Latn,53.645,56.8,0.3554,0.052,4
nma_Latn,Latn,61.758,62.795,0.3791,0.02,4
nmf_Latn,Latn,51.407,53.845,0.3931,0.0423,4
nmh_Latn,Latn,50.335,51.21,0.3854,0.0297,4
nmo_Latn,Latn,56.178,58.015,0.3807,0.0251,4
nmz_Latn,Latn,64.205,65.59,0.5254,0.0274,4
nnb_Latn,Latn,57.51,59.27,0.4538,0.0765,4
nng_Latn,Latn,67.385,69.31,0.3805,0.0188,4
nnh_Latn,Latn,89.297,92.395,0.6774,0.012,4
nnl_Latn,Latn,47.742,48.095,0.3887,0.032,4
nno_Latn,Latn,40.087,42.025,0.3298,0.5357,4
nnp_Latn,Latn,56.762,56.365,0.4249,0.0211,4
nnq_Latn,Latn,47.15,48.67,0.3719,0.0468,4
nnw_Latn,Latn,111.728,119.815,0.7395,0.0097,4
noa_Latn,Latn,118.233,120.455,0.4931,0.0183,4
nob_Latn,Latn,34.635,36.56,0.305,0.8144,4
nog_Cyrl,Cyrl,55.322,62.985,0.4567,0.1919,4
nop_Latn,Latn,62.197,65.835,0.4546,0.0183,4
not_Latn,Latn,66.067,66.455,0.3809,0.0137,4
nou_Latn,Latn,61.182,62.995,0.3686,0.0308,4
nph_Latn,Latn,51.727,52.605,0.4196,0.0291,4
npi_Deva,Deva,72.865,104.47,0.5347,0.3581,4
npl_Latn,Latn,54.193,55.395,0.3925,0.0622,4
npo_Latn,Latn,57.345,57.87,0.4365,0.0257,4
npy_Latn,Latn,54.483,55.515,0.368,0.0348,4
nre_Latn,Latn,58.71,58.14,0.4279,0.028,4
nri_Latn,Latn,40.612,41.865,0.4111,0.0405,4
nsa_Latn,Latn,49.665,50.04,0.4207,0.032,4
nse_Latn,Latn,51.822,53.545,0.4023,0.1159,4
nsm_Latn,Latn,49.51,50.42,0.394,0.0331,4
nsn_Latn,Latn,62.463,63.425,0.3607,0.0217,4
nso_Latn,Latn,51.955,52.59,0.3876,0.1793,4
nst_Latn,Latn,84.088,84.585,0.4034,0.0154,4
nsu_Latn,Latn,58.37,59.39,0.3886,0.0445,4
ntp_Latn,Latn,91.297,97.935,0.5233,0.012,4
ntr_Latn,Latn,78.85,84.16,0.521,0.0188,4
ntu_Latn,Latn,78.433,74.565,0.5097,0.0108,4
nus_Latn,Latn,74.032,78.695,0.6178,0.0434,4
nuy_Latn,Latn,133.245,133.21,0.4297,0.0194,4
nwb_Latn,Latn,117.165,118.44,0.6504,0.0063,4
nwi_Latn,Latn,96.188,102.985,0.5453,0.0205,4
nwx_Deva,Deva,79.227,98.975,0.6579,0.044,4
nxd_Latn,Latn,48.488,47.395,0.4058,0.0308,4
nya_Latn,Latn,52.99,55.74,0.3803,0.1867,4
nyf_Latn,Latn,55.48,57.79,0.3722,0.0794,4
nyn_Latn,Latn,47.432,48.525,0.389,0.1239,4
nyo_Latn,Latn,48.328,49.665,0.3927,0.1216,4
nys_Latn,Latn,59.877,61.085,0.3792,0.0308,4
nyu_Latn,Latn,52.175,54.17,0.3861,0.1411,4
nyy_Latn,Latn,62.975,65.69,0.477,0.028,4
nzm_Latn,Latn,58.562,58.165,0.3846,0.0228,4
obo_Latn,Latn,64.685,63.71,0.3746,0.032,4
ojb_Cans,Cans,120.405,195.85,1.1569,0.0183,4
ojb_Latn,Latn,86.945,88.96,0.4271,0.0177,4
oji_Latn,Latn,53.562,53.425,0.4303,0.0405,4
ojs_Cans,Cans,119.79,195.25,1.1802,0.0029,4
old_Latn,Latn,50.1,51.24,0.4124,0.0462,4
omw_Latn,Latn,79.25,81.57,0.3908,0.0063,4
ong_Latn,Latn,66.325,67.78,0.369,0.0223,4
ons_Latn,Latn,70.865,71.82,0.4269,0.0251,4
ory_Orya,Orya,152.01,262.64,1.2419,0.3284,4
oss_Cyrl,Cyrl,85.625,91.77,0.6663,0.0571,4
ote_Latn,Latn,80.782,82.295,0.4889,0.0205,4
otm_Latn,Latn,84.58,85.9,0.546,0.0246,4
otn_Latn,Latn,110.735,120.46,0.6263,0.0285,4
otq_Latn,Latn,78.293,86.225,0.5708,0.0148,4
ots_Latn,Latn,101.062,104.455,0.5026,0.0303,4
oym_Latn,Latn,103.54,101.91,0.4965,0.0131,4
ozm_Latn,Latn,105.412,110.375,0.6963,0.0188,4
pab_Latn,Latn,62.962,63.915,0.3865,0.028,4
pad_Latn,Latn,93.142,93.345,0.3908,0.02,4
pag_Latn,Latn,50.015,50.2,0.3497,0.1348,4
pah_Latn,Latn,104.468,104.505,0.453,0.0228,4
pam_Latn,Latn,45.983,47.055,0.3273,0.1091,4
pan_Guru,Guru,101.142,164.055,0.9275,0.3193,4
pap_Latn,Latn,45.865,46.45,0.3567,0.2718,4
pbb_Latn,Latn,70.457,69.675,0.5106,0.0337,4
pbc_Latn,Latn,68.687,68.605,0.4535,0.0354,4
pbi_Latn,Latn,82.37,88.12,0.5211,0.0171,4
pck_Latn,Latn,46.35,45.49,0.3937,0.0559,4
pcm_Latn,Latn,39.047,37.445,0.3461,0.2781,4
pdc_Latn,Latn,53.16,51.77,0.3798,0.0902,4
pdt_Latn,Latn,46.325,45.2,0.371,0.1525,4
pes_Arab,Arab,41.225,48.84,0.3915,0.5568,4
pfe_Latn,Latn,68.458,72.495,0.6042,0.0206,4
pib_Latn,Latn,49.835,49.87,0.3982,0.0091,4
pio_Latn,Latn,115.165,114.96,0.4735,0.04,4
pir_Latn,Latn,92.442,95.555,0.4596,0.0165,4
pis_Latn,Latn,68.1,67.48,0.3624,0.0799,4
pkb_Latn,Latn,55.193,58.145,0.4073,0.0754,4
plg_Latn,Latn,103.935,102.84,0.5036,0.024,4
pls_Latn,Latn,69.083,73.035,0.4479,0.0497,4
plt_Latn,Latn,47.725,51.62,0.3582,0.2125,4
plu_Latn,Latn,79.8,81.01,0.4023,0.0148,4
plw_Latn,Latn,61.552,61.905,0.3692,0.0428,4
pma_Latn,Latn,64.27,65.08,0.3688,0.0143,4
pmf_Latn,Latn,87.205,89.37,0.373,0.0348,4
pmx_Latn,Latn,56.075,57.89,0.4005,0.0291,4
pne_Latn,Latn,75.25,75.26,0.4271,0.0411,4
poe_Latn,Latn,79.343,83.795,0.4849,0.0325,4
poh_Latn,Latn,85.282,85.295,0.4475,0.032,4
poi_Latn,Latn,90.188,94.655,0.5739,0.0371,4
