code,cis-lmu/glot500-base_max,cis-lmu/glot500-base_mean,avg
ann_Latn,0.0,0.0,0.0
meq_Latn,0.0,0.0,0.0
zpo_Latn,0.0097,0.0007,0.0097
kiz_Latn,0.0388,0.0202,0.0388
rim_Latn,0.0097,0.0037,0.0097
jic_Latn,0.0097,0.0007,0.0097
crm_Cans,0.0,0.0,0.0
leh_Latn,0.4175,0.1546,0.4175
cso_Latn,0.0,0.0,0.0
gkn_Latn,0.0583,0.0224,0.0583
var_Latn,0.0,0.0,0.0
spa_Latn,0.7767,0.4347,0.7767
kua_Latn,0.4078,0.1501,0.4078
blz_Latn,0.0194,0.0097,0.0194
bom_Latn,0.0097,0.0007,0.0097
mjc_Latn,0.0097,0.0022,0.0097
mit_Latn,0.0097,0.0007,0.0097
ckb_Arab,0.2427,0.0836,0.2427
taw_Latn,0.0,0.0,0.0
nus_Latn,0.0097,0.0007,0.0097
ffm_Latn,0.1068,0.0418,0.1068
stp_Latn,0.0,0.0,0.0
hif_Latn,0.2039,0.0612,0.2039
swg_Latn,0.3786,0.1621,0.3786
dan_Latn,0.932,0.5706,0.932
sri_Latn,0.0097,0.0015,0.0097
uzb_Cyrl,0.6893,0.3137,0.6893
nct_Latn,0.0097,0.003,0.0097
kqp_Latn,0.0097,0.0022,0.0097
sgw_Ethi,0.0,0.0,0.0
kan_Latn,0.0097,0.0015,0.0097
shk_Latn,0.0,0.0,0.0
chr_Latn,0.0291,0.0097,0.0291
mtp_Latn,0.0,0.0,0.0
mri_Latn,0.2816,0.0986,0.2816
kmk_Latn,0.0194,0.009,0.0194
sme_Latn,0.2621,0.1083,0.2621
dig_Latn,0.068,0.0321,0.068
msk_Latn,0.0097,0.0015,0.0097
sop_Latn,0.1553,0.062,0.1553
xav_Latn,0.0,0.0,0.0
mcu_Latn,0.0097,0.0007,0.0097
lip_Latn,0.0,0.0,0.0
ory_Orya,0.5631,0.2584,0.5631
ind_Latn,0.7961,0.4615,0.7961
obo_Latn,0.0194,0.0037,0.0194
mur_Latn,0.0097,0.0045,0.0097
tue_Latn,0.0,0.0,0.0
mop_Latn,0.0097,0.0022,0.0097
leu_Latn,0.0194,0.0052,0.0194
uli_Latn,0.0097,0.0082,0.0097
uig_Latn,0.3301,0.1031,0.3301
cuk_Latn,0.0291,0.0112,0.0291
yao_Latn,0.165,0.0485,0.165
kff_Telu,0.0,0.0,0.0
ndo_Latn,0.2427,0.0948,0.2427
sur_Latn,0.0,0.0,0.0
iba_Latn,0.6311,0.2547,0.6311
trc_Latn,0.0,0.0,0.0
hye_Latn,0.0097,0.0015,0.0097
quw_Latn,0.5534,0.2143,0.5534
mmx_Latn,0.0097,0.0052,0.0097
wib_Latn,0.0,0.0,0.0
pol_Latn,0.7864,0.3898,0.7864
enx_Latn,0.0,0.0,0.0
kum_Cyrl,0.2136,0.0747,0.2136
njb_Latn,0.0097,0.0007,0.0097
zas_Latn,0.0194,0.0052,0.0194
bbj_Latn,0.0194,0.0105,0.0194
bqc_Latn,0.2233,0.0844,0.2233
rad_Latn,0.0,0.0,0.0
mbj_Latn,0.0,0.0,0.0
khm_Khmr,0.2718,0.1053,0.2718
ame_Latn,0.0097,0.0067,0.0097
ptp_Latn,0.0,0.0,0.0
pwg_Latn,0.0097,0.0015,0.0097
tof_Latn,0.0,0.0,0.0
bsj_Latn,0.0194,0.0015,0.0194
soq_Latn,0.0,0.0,0.0
bvd_Latn,0.0,0.0,0.0
qxl_Latn,0.068,0.0217,0.068
pri_Latn,0.0,0.0,0.0
hye_Armn,0.7282,0.3682,0.7282
ahk_Latn,0.0,0.0,0.0
bus_Latn,0.0194,0.0075,0.0194
dif_Latn,0.0097,0.003,0.0097
gwi_Latn,0.0097,0.0007,0.0097
ikk_Latn,0.2427,0.0941,0.2427
bem_Latn,0.4757,0.2233,0.4757
kvj_Latn,0.0,0.0,0.0
sus_Latn,0.0097,0.003,0.0097
mza_Latn,0.0,0.0,0.0
lcm_Latn,0.0194,0.0082,0.0194
tcc_Latn,0.0097,0.003,0.0097
ntp_Latn,0.0,0.0,0.0
yby_Latn,0.0097,0.0007,0.0097
mih_Latn,0.0097,0.0022,0.0097
yan_Latn,0.1748,0.0635,0.1748
nri_Latn,0.0194,0.0052,0.0194
ign_Latn,0.0,0.0,0.0
ksd_Latn,0.4854,0.1867,0.4854
hlt_Latn,0.0097,0.0015,0.0097
yua_Latn,0.0194,0.0105,0.0194
nch_Latn,0.068,0.0172,0.068
cbr_Latn,0.0,0.0,0.0
qva_Latn,0.1165,0.056,0.1165
sbk_Latn,0.0291,0.0187,0.0291
giz_Latn,0.2621,0.0956,0.2621
ctu_Latn,0.0,0.0,0.0
ach_Latn,0.2427,0.0986,0.2427
kgk_Latn,0.0,0.0,0.0
mqb_Latn,0.0,0.0,0.0
cnw_Latn,0.0874,0.0426,0.0874
snn_Latn,0.0,0.0,0.0
khy_Latn,0.0291,0.0119,0.0291
alz_Latn,0.3107,0.124,0.3107
aom_Latn,0.0,0.0,0.0
bru_Latn,0.0,0.0,0.0
zar_Latn,0.0,0.0,0.0
yam_Latn,0.0,0.0,0.0
abt_Latn,0.0,0.0,0.0
cui_Latn,0.0097,0.0007,0.0097
tpi_Latn,0.3883,0.1606,0.3883
pmf_Latn,0.0,0.0,0.0
mle_Latn,0.0,0.0,0.0
mor_Latn,0.0097,0.0015,0.0097
iws_Latn,0.0,0.0,0.0
lew_Latn,0.0194,0.0052,0.0194
men_Latn,0.0194,0.0015,0.0194
gam_Latn,0.0,0.0,0.0
amf_Latn,0.0097,0.003,0.0097
mfy_Latn,0.0,0.0,0.0
tir_Ethi,0.1942,0.0777,0.1942
bcw_Latn,0.0,0.0,0.0
szb_Latn,0.0,0.0,0.0
djr_Latn,0.0,0.0,0.0
nnq_Latn,0.0485,0.0202,0.0485
cok_Latn,0.0,0.0,0.0
nmf_Latn,0.2039,0.0769,0.2039
amh_Ethi,0.4272,0.1807,0.4272
qxo_Latn,0.0874,0.0321,0.0874
mbh_Latn,0.0,0.0,0.0
lhm_Latn,0.0,0.0,0.0
gfk_Latn,0.0194,0.0082,0.0194
xsb_Latn,0.0291,0.0112,0.0291
cnt_Latn,0.0,0.0,0.0
pck_Latn,0.1553,0.068,0.1553
gub_Latn,0.0,0.0,0.0
mto_Latn,0.0,0.0,0.0
pfe_Latn,0.0,0.0,0.0
rro_Latn,0.0194,0.0082,0.0194
jra_Latn,0.0,0.0,0.0
ewo_Latn,0.0291,0.006,0.0291
aon_Latn,0.0,0.0,0.0
aly_Latn,0.0097,0.0007,0.0097
hub_Latn,0.0097,0.0007,0.0097
khz_Latn,0.0097,0.0015,0.0097
kaq_Latn,0.0194,0.003,0.0194
aer_Latn,0.0,0.0,0.0
nsu_Latn,0.068,0.0351,0.068
gjn_Latn,0.0097,0.0007,0.0097
caf_Latn,0.0097,0.0015,0.0097
pon_Latn,0.1748,0.062,0.1748
san_Deva,0.068,0.0299,0.068
kqo_Latn,0.0,0.0,0.0
apb_Latn,0.0,0.0,0.0
rmc_Latn,0.0388,0.0209,0.0388
gkp_Latn,0.0485,0.0142,0.0485
adl_Latn,0.0097,0.0007,0.0097
mos_Latn,0.1068,0.0396,0.1068
ksf_Latn,0.0,0.0,0.0
tuf_Latn,0.0097,0.0015,0.0097
cco_Latn,0.0,0.0,0.0
nbu_Latn,0.0194,0.0045,0.0194
yre_Latn,0.0,0.0,0.0
yal_Latn,0.0194,0.0045,0.0194
ntr_Latn,0.0097,0.0015,0.0097
tca_Latn,0.0291,0.003,0.0291
kaa_Cyrl,0.6602,0.2711,0.6602
sld_Latn,0.0097,0.0007,0.0097
qxn_Latn,0.0971,0.0358,0.0971
prk_Latn,0.5243,0.1852,0.5243
pab_Latn,0.0097,0.0007,0.0097
nnp_Latn,0.0194,0.003,0.0194
beo_Latn,0.0,0.0,0.0
gqr_Latn,0.0097,0.0007,0.0097
nhi_Latn,0.0291,0.0119,0.0291
uvh_Latn,0.0,0.0,0.0
cym_Latn,0.3592,0.1292,0.3592
grt_Beng,0.0,0.0,0.0
kjs_Latn,0.0097,0.003,0.0097
zpq_Latn,0.0,0.0,0.0
xed_Latn,0.0097,0.0015,0.0097
shu_Latn,0.0097,0.0007,0.0097
ilo_Latn,0.4854,0.1628,0.4854
mrw_Latn,0.2233,0.0695,0.2233
guc_Latn,0.0194,0.0112,0.0194
mbi_Latn,0.0,0.0,0.0
xsr_Deva,0.0097,0.003,0.0097
tku_Latn,0.0097,0.0007,0.0097
glv_Latn,0.2718,0.1068,0.2718
stn_Latn,0.0097,0.0007,0.0097
hix_Latn,0.0,0.0,0.0
cag_Latn,0.0097,0.0007,0.0097
ncj_Latn,0.0874,0.0284,0.0874
dgi_Latn,0.0,0.0,0.0
tgp_Latn,0.0291,0.0142,0.0291
nst_Latn,0.0,0.0,0.0
crn_Latn,0.0,0.0,0.0
ldi_Latn,0.0583,0.0269,0.0583
dww_Latn,0.0097,0.0007,0.0097
qvc_Latn,0.0777,0.0276,0.0777
nyo_Latn,0.3495,0.1277,0.3495
zaw_Latn,0.0097,0.0052,0.0097
chk_Latn,0.2233,0.0829,0.2233
niq_Latn,0.0194,0.009,0.0194
mti_Latn,0.0194,0.0112,0.0194
cme_Latn,0.0097,0.0015,0.0097
pcm_Latn,0.4563,0.2442,0.4563
gud_Latn,0.0,0.0,0.0
ayo_Latn,0.0,0.0,0.0
gvs_Latn,0.0097,0.0007,0.0097
kne_Latn,0.0291,0.0127,0.0291
kir_Cyrl,0.5243,0.2457,0.5243
mdy_Ethi,0.1165,0.0209,0.1165
kmr_Latn,0.6311,0.2629,0.6311
ctp_Latn,0.0,0.0,0.0
tby_Latn,0.0,0.0,0.0
isd_Latn,0.0194,0.006,0.0194
pes_Arab,0.7476,0.4085,0.7476
hin_Deva,0.7282,0.3786,0.7282
gof_Latn,0.068,0.0254,0.068
srp_Latn,0.9223,0.4929,0.9223
poh_Latn,0.0388,0.0112,0.0388
gya_Latn,0.1845,0.0635,0.1845
twi_Latn,0.4272,0.18,0.4272
mnk_Latn,0.0097,0.0052,0.0097
far_Latn,0.0,0.0,0.0
bzd_Latn,0.0097,0.0015,0.0097
cpa_Latn,0.0,0.0,0.0
tel_Telu,0.2136,0.0889,0.2136
luo_Latn,0.1942,0.0829,0.1942
bim_Latn,0.2427,0.0866,0.2427
ojb_Cans,0.0,0.0,0.0
awb_Latn,0.0194,0.006,0.0194
arl_Latn,0.0,0.0,0.0
zlm_Latn,0.6893,0.3682,0.6893
wmw_Latn,0.0388,0.0187,0.0388
ntu_Latn,0.0,0.0,0.0
sah_Cyrl,0.3689,0.1359,0.3689
seh_Latn,0.4175,0.1471,0.4175
nwb_Latn,0.0,0.0,0.0
sot_Latn,0.4757,0.1919,0.4757
gde_Latn,0.0,0.0,0.0
lit_Latn,0.6893,0.3383,0.6893
epo_Latn,0.7184,0.3682,0.7184
mcq_Latn,0.0097,0.0007,0.0097
upv_Latn,0.0,0.0,0.0
mpx_Latn,0.0097,0.0007,0.0097
hak_Latn,0.0,0.0,0.0
nnw_Latn,0.0,0.0,0.0
usa_Latn,0.0097,0.0007,0.0097
war_Latn,0.2524,0.0836,0.2524
mva_Latn,0.0097,0.0007,0.0097
sim_Latn,0.0097,0.0007,0.0097
zpv_Latn,0.0,0.0,0.0
ptu_Latn,0.0097,0.0007,0.0097
lom_Latn,0.0,0.0,0.0
toc_Latn,0.0,0.0,0.0
bth_Latn,0.0291,0.0142,0.0291
kms_Latn,0.0097,0.0015,0.0097
mai_Deva,0.4466,0.1628,0.4466
zav_Latn,0.0,0.0,0.0
guk_Ethi,0.0,0.0,0.0
kkj_Latn,0.0097,0.0022,0.0097
nyn_Latn,0.3592,0.1606,0.3592
aoi_Latn,0.0097,0.003,0.0097
qve_Latn,0.2136,0.0635,0.2136
aeu_Latn,0.0,0.0,0.0
ifu_Latn,0.0097,0.0037,0.0097
ncl_Latn,0.0097,0.0007,0.0097
cbv_Latn,0.0,0.0,0.0
poi_Latn,0.0097,0.0075,0.0097
caa_Latn,0.0,0.0,0.0
srq_Latn,0.0097,0.0022,0.0097
bkd_Latn,0.0291,0.0112,0.0291
bnj_Latn,0.0097,0.003,0.0097
ape_Latn,0.0,0.0,0.0
gog_Latn,0.0971,0.0403,0.0971
mil_Latn,0.0,0.0,0.0
kvn_Latn,0.0097,0.003,0.0097
ndj_Latn,0.0388,0.0157,0.0388
spy_Latn,0.0097,0.0007,0.0097
pma_Latn,0.0,0.0,0.0
hmo_Latn,0.4369,0.1434,0.4369
att_Latn,0.0097,0.003,0.0097
byr_Latn,0.0,0.0,0.0
adj_Latn,0.0,0.0,0.0
pan_Guru,0.3398,0.1441,0.3398
sil_Latn,0.0194,0.0022,0.0194
bsn_Latn,0.0097,0.0007,0.0097
anv_Latn,0.0097,0.0037,0.0097
tob_Latn,0.0291,0.0097,0.0291
lol_Latn,0.0194,0.0105,0.0194
efi_Latn,0.5243,0.2001,0.5243
nho_Latn,0.0097,0.0075,0.0097
run_Latn,0.534,0.2039,0.534
nma_Latn,0.0097,0.0007,0.0097
pad_Latn,0.0097,0.0007,0.0097
qxh_Latn,0.1262,0.05,0.1262
mcp_Latn,0.0,0.0,0.0
otm_Latn,0.0,0.0,0.0
cab_Latn,0.0291,0.0075,0.0291
emi_Latn,0.0097,0.0015,0.0097
cbu_Latn,0.0097,0.0015,0.0097
bhp_Latn,0.0097,0.003,0.0097
sbl_Latn,0.0097,0.0007,0.0097
dwr_Latn,0.0485,0.0239,0.0485
cwe_Latn,0.0583,0.0284,0.0583
sgb_Latn,0.0097,0.0015,0.0097
old_Latn,0.0194,0.0075,0.0194
pis_Latn,0.2039,0.0665,0.2039
aym_Latn,0.233,0.0866,0.233
azz_Latn,0.0097,0.006,0.0097
lhi_Latn,0.0,0.0,0.0
eve_Cyrl,0.0097,0.0037,0.0097
lif_Limb,0.0,0.0,0.0
mbl_Latn,0.0,0.0,0.0
kng_Latn,0.1942,0.0896,0.1942
kki_Latn,0.0874,0.0329,0.0874
shp_Latn,0.0097,0.0007,0.0097
sxn_Latn,0.0777,0.0239,0.0777
wap_Latn,0.0,0.0,0.0
inb_Latn,0.0097,0.003,0.0097
gai_Latn,0.0,0.0,0.0
mej_Latn,0.0097,0.0037,0.0097
kia_Latn,0.2816,0.1105,0.2816
zpt_Latn,0.0097,0.0022,0.0097
yml_Latn,0.0097,0.003,0.0097
otn_Latn,0.0,0.0,0.0
gdg_Latn,0.0194,0.0112,0.0194
pag_Latn,0.5437,0.1949,0.5437
msm_Latn,0.0097,0.003,0.0097
tpm_Latn,0.1456,0.0448,0.1456
tsz_Latn,0.0874,0.0299,0.0874
ces_Latn,0.7087,0.3615,0.7087
ndi_Latn,0.0,0.0,0.0
arn_Latn,0.1165,0.0456,0.1165
bov_Latn,0.0097,0.0007,0.0097
iry_Latn,0.0388,0.0217,0.0388
roo_Latn,0.0,0.0,0.0
mio_Latn,0.0097,0.0015,0.0097
cpc_Latn,0.0097,0.0007,0.0097
adi_Latn,0.0097,0.0015,0.0097
fry_Latn,0.3592,0.1606,0.3592
ksc_Latn,0.0194,0.009,0.0194
ded_Latn,0.0,0.0,0.0
tuc_Latn,0.1165,0.0344,0.1165
zia_Latn,0.0097,0.0007,0.0097
pir_Latn,0.0,0.0,0.0
lac_Latn,0.0,0.0,0.0
acn_Latn,0.0097,0.0007,0.0097
tbz_Latn,0.1068,0.0344,0.1068
kbc_Latn,0.0,0.0,0.0
qup_Latn,0.0583,0.0209,0.0583
cac_Latn,0.0291,0.0052,0.0291
cbt_Latn,0.0,0.0,0.0
mtj_Latn,0.0194,0.003,0.0194
tyv_Cyrl,0.3301,0.1068,0.3301
zat_Latn,0.0097,0.0015,0.0097
jam_Latn,0.4951,0.1957,0.4951
knf_Latn,0.0097,0.003,0.0097
maz_Latn,0.0,0.0,0.0
gug_Latn,0.2233,0.0874,0.2233
lif_Deva,0.0,0.0,0.0
con_Latn,0.0,0.0,0.0
cly_Latn,0.0,0.0,0.0
bak_Cyrl,0.4175,0.1352,0.4175
mcr_Latn,0.0,0.0,0.0
tiy_Latn,0.0097,0.0045,0.0097
hra_Latn,0.301,0.1023,0.301
gah_Latn,0.0,0.0,0.0
zpu_Latn,0.0097,0.0022,0.0097
uig_Arab,0.2136,0.0754,0.2136
uvl_Latn,0.0097,0.006,0.0097
naf_Latn,0.0097,0.0007,0.0097
ksb_Latn,0.0388,0.0127,0.0388
nbq_Latn,0.0,0.0,0.0
cpb_Latn,0.0097,0.0015,0.0097
ita_Latn,0.835,0.4772,0.835
adh_Latn,0.0194,0.0105,0.0194
ron_Latn,0.6214,0.2711,0.6214
min_Latn,0.0777,0.0366,0.0777
cul_Latn,0.0,0.0,0.0
wnc_Latn,0.0097,0.0022,0.0097
tac_Latn,0.0,0.0,0.0
lam_Latn,0.2039,0.0807,0.2039
ycn_Latn,0.0,0.0,0.0
ktj_Latn,0.0,0.0,0.0
bmq_Latn,0.0097,0.0022,0.0097
enq_Latn,0.0,0.0,0.0
poe_Latn,0.0097,0.0052,0.0097
ify_Latn,0.0194,0.0105,0.0194
dgc_Latn,0.0097,0.0075,0.0097
kbm_Latn,0.0097,0.0007,0.0097
aey_Latn,0.0,0.0,0.0
sat_Latn,0.0,0.0,0.0
mnf_Latn,0.0097,0.0007,0.0097
qvi_Latn,0.2136,0.0807,0.2136
jac_Latn,0.0,0.0,0.0
bqj_Latn,0.0097,0.0052,0.0097
hui_Latn,0.0971,0.0358,0.0971
chf_Latn,0.0194,0.006,0.0194
bbc_Latn,0.4757,0.174,0.4757
rus_Cyrl,0.8738,0.5101,0.8738
xsi_Latn,0.0,0.0,0.0
mqj_Latn,0.0194,0.0067,0.0194
gui_Latn,0.0194,0.0067,0.0194
kjh_Cyrl,0.3495,0.1023,0.3495
btd_Latn,0.0194,0.0112,0.0194
mbc_Latn,0.0,0.0,0.0
for_Latn,0.0,0.0,0.0
snf_Latn,0.0097,0.0007,0.0097
tuk_Arab,0.0097,0.0015,0.0097
soy_Latn,0.0,0.0,0.0
esu_Latn,0.0194,0.0037,0.0194
pah_Latn,0.0,0.0,0.0
msb_Latn,0.2524,0.1195,0.2524
rub_Latn,0.0097,0.003,0.0097
dow_Latn,0.0097,0.0015,0.0097
ton_Latn,0.1165,0.0366,0.1165
mee_Latn,0.0097,0.0007,0.0097
kin_Latn,0.3495,0.1441,0.3495
amm_Latn,0.0,0.0,0.0
hne_Deva,0.4951,0.1934,0.4951
ter_Latn,0.0,0.0,0.0
zyp_Latn,0.0097,0.0037,0.0097
cce_Latn,0.2233,0.0836,0.2233
ava_Cyrl,0.0,0.0,0.0
mjw_Latn,0.0194,0.0052,0.0194
kek_Latn,0.0194,0.0022,0.0194
tgk_Cyrl,0.6019,0.2748,0.6019
cub_Latn,0.0,0.0,0.0
nph_Latn,0.0097,0.0022,0.0097
ozm_Latn,0.0,0.0,0.0
qvh_Latn,0.1165,0.0448,0.1165
bki_Latn,0.0,0.0,0.0
kqe_Latn,0.0388,0.0082,0.0388
pls_Latn,0.1456,0.0553,0.1456
nca_Latn,0.0097,0.003,0.0097
fuq_Latn,0.0388,0.0172,0.0388
wos_Latn,0.0097,0.0007,0.0097
aca_Latn,0.0,0.0,0.0
mbb_Latn,0.0874,0.0254,0.0874
mau_Latn,0.0097,0.0015,0.0097
guh_Latn,0.0,0.0,0.0
udu_Latn,0.0,0.0,0.0
ewe_Latn,0.0777,0.0366,0.0777
tnp_Latn,0.0,0.0,0.0
jbu_Latn,0.0097,0.0022,0.0097
fij_Latn,0.1359,0.0366,0.1359
bsc_Latn,0.0097,0.0007,0.0097
zsm_Latn,0.0777,0.0388,0.0777
too_Latn,0.0097,0.0007,0.0097
gag_Latn,0.2621,0.118,0.2621
zpz_Latn,0.0,0.0,0.0
kzf_Latn,0.0,0.0,0.0
wbi_Latn,0.0097,0.0015,0.0097
xtn_Latn,0.0097,0.0075,0.0097
aze_Cyrl,0.0485,0.0119,0.0485
cjo_Latn,0.0,0.0,0.0
dov_Latn,0.2621,0.109,0.2621
kyq_Latn,0.0,0.0,0.0
hag_Latn,0.0097,0.0007,0.0097
chv_Cyrl,0.4466,0.1494,0.4466
mpt_Latn,0.0,0.0,0.0
est_Latn,0.8155,0.3801,0.8155
aai_Latn,0.0097,0.0007,0.0097
cuc_Latn,0.0,0.0,0.0
ngp_Latn,0.0388,0.0194,0.0388
krc_Cyrl,0.6602,0.2621,0.6602
mzh_Latn,0.1262,0.0493,0.1262
box_Latn,0.0097,0.0007,0.0097
ndg_Latn,0.068,0.0329,0.068
vag_Latn,0.0097,0.0075,0.0097
bjv_Latn,0.0,0.0,0.0
kpz_Latn,0.0,0.0,0.0
tum_Latn,0.4369,0.1665,0.4369
jiv_Latn,0.0,0.0,0.0
zho_Hani,0.1262,0.0568,0.1262
bzh_Latn,0.0,0.0,0.0
mox_Latn,0.0,0.0,0.0
zga_Latn,0.0,0.0,0.0
kxc_Ethi,0.0,0.0,0.0
knj_Latn,0.0097,0.0007,0.0097
bwq_Latn,0.0097,0.0075,0.0097
mav_Latn,0.0,0.0,0.0
aji_Latn,0.0194,0.0067,0.0194
ppk_Latn,0.0194,0.009,0.0194
xal_Cyrl,0.0097,0.0007,0.0097
khs_Latn,0.0,0.0,0.0
alp_Latn,0.0194,0.0045,0.0194
wsk_Latn,0.0097,0.0022,0.0097
bav_Latn,0.0,0.0,0.0
dnj_Latn,0.0,0.0,0.0
mwq_Latn,0.0,0.0,0.0
chd_Latn,0.0,0.0,0.0
bba_Latn,0.3107,0.1143,0.3107
cao_Latn,0.0,0.0,0.0
sba_Latn,0.1165,0.0358,0.1165
asm_Beng,0.3301,0.1217,0.3301
mkj_Latn,0.0291,0.0127,0.0291
tsw_Latn,0.0,0.0,0.0
mzk_Latn,0.0097,0.0015,0.0097
bxr_Cyrl,0.0,0.0,0.0
mib_Latn,0.0097,0.0007,0.0097
yad_Latn,0.0,0.0,0.0
csy_Latn,0.3301,0.1113,0.3301
bib_Latn,0.0097,0.0007,0.0097
mvn_Latn,0.0097,0.0015,0.0097
xtm_Latn,0.0097,0.003,0.0097
muy_Latn,0.0097,0.0007,0.0097
amo_Latn,0.0194,0.003,0.0194
hwc_Latn,0.2524,0.1695,0.2524
lob_Latn,0.0097,0.0015,0.0097
sll_Latn,0.0,0.0,0.0
clu_Latn,0.1165,0.056,0.1165
nmo_Latn,0.0,0.0,0.0
chu_Cyrl,0.466,0.2562,0.466
sxb_Latn,0.0194,0.0045,0.0194
mwp_Latn,0.0097,0.0007,0.0097
mtg_Latn,0.0,0.0,0.0
alq_Latn,0.0,0.0,0.0
lmk_Latn,0.0097,0.0007,0.0097
nya_Latn,0.5534,0.224,0.5534
eri_Latn,0.0097,0.0037,0.0097
maw_Latn,0.0,0.0,0.0
knk_Latn,0.0,0.0,0.0
thk_Latn,0.0,0.0,0.0
swp_Latn,0.0194,0.0112,0.0194
mxb_Latn,0.0,0.0,0.0
yss_Latn,0.0097,0.0015,0.0097
bmr_Latn,0.0097,0.0007,0.0097
sqi_Latn,0.8641,0.4108,0.8641
yuj_Latn,0.0,0.0,0.0
pww_Thai,0.0,0.0,0.0
kpx_Latn,0.0,0.0,0.0
tuo_Latn,0.0,0.0,0.0
nak_Latn,0.0,0.0,0.0
xnn_Latn,0.0291,0.0179,0.0291
ade_Latn,0.0097,0.0007,0.0097
agr_Latn,0.0,0.0,0.0
bzj_Latn,0.3981,0.1613,0.3981
urk_Thai,0.0,0.0,0.0
mic_Latn,0.0,0.0,0.0
aak_Latn,0.0,0.0,0.0
gnw_Latn,0.0,0.0,0.0
nde_Latn,0.4369,0.1621,0.4369
omw_Latn,0.0,0.0,0.0
bef_Latn,0.0,0.0,0.0
msa_Latn,0.0291,0.0052,0.0291
hae_Latn,0.0971,0.0366,0.0971
amn_Latn,0.0,0.0,0.0
mfq_Latn,0.0097,0.0022,0.0097
any_Latn,0.0,0.0,0.0
mux_Latn,0.0097,0.003,0.0097
awk_Latn,0.0,0.0,0.0
agu_Latn,0.0,0.0,0.0
nre_Latn,0.0,0.0,0.0
lex_Latn,0.0097,0.0045,0.0097
ngu_Latn,0.2039,0.0747,0.2039
mzm_Latn,0.0,0.0,0.0
ong_Latn,0.0194,0.003,0.0194
zos_Latn,0.0,0.0,0.0
are_Latn,0.0097,0.0022,0.0097
ruf_Latn,0.0583,0.0224,0.0583
ote_Latn,0.0097,0.0022,0.0097
akp_Latn,0.0097,0.0015,0.0097
arb_Arab,0.2136,0.0784,0.2136
toj_Latn,0.0194,0.0037,0.0194
czt_Latn,0.0194,0.0045,0.0194
nhg_Latn,0.0194,0.0097,0.0194
viv_Latn,0.0097,0.0037,0.0097
njo_Latn,0.0097,0.0007,0.0097
mww_Latn,0.3495,0.121,0.3495
rai_Latn,0.0097,0.0045,0.0097
nyf_Latn,0.0194,0.0052,0.0194
urw_Latn,0.0,0.0,0.0
xsm_Latn,0.0097,0.0007,0.0097
noa_Latn,0.0,0.0,0.0
gum_Latn,0.0097,0.0007,0.0097
bmu_Latn,0.0,0.0,0.0
trn_Latn,0.0097,0.0007,0.0097
lai_Latn,0.0874,0.0403,0.0874
mkl_Latn,0.0,0.0,0.0
acd_Latn,0.0,0.0,0.0
quz_Latn,0.5146,0.2211,0.5146
xla_Latn,0.0,0.0,0.0
mnb_Latn,0.0097,0.0015,0.0097
qvm_Latn,0.0971,0.0396,0.0971
avt_Latn,0.0194,0.0037,0.0194
auc_Latn,0.0,0.0,0.0
uzb_Latn,0.3786,0.1658,0.3786
kup_Latn,0.0,0.0,0.0
mzl_Latn,0.0,0.0,0.0
ndc_Latn,0.3883,0.1404,0.3883
kvg_Latn,0.0,0.0,0.0
ken_Latn,0.0,0.0,0.0
mie_Latn,0.0097,0.0007,0.0097
ukr_Cyrl,0.835,0.4459,0.835
tew_Latn,0.0,0.0,0.0
ssg_Latn,0.0194,0.003,0.0194
tui_Latn,0.1553,0.059,0.1553
lug_Latn,0.4272,0.1792,0.4272
spp_Latn,0.0,0.0,0.0
wbm_Latn,0.5243,0.1867,0.5243
pdc_Latn,0.0291,0.0067,0.0291
kik_Latn,0.1942,0.0844,0.1942
amh_Latn,0.0097,0.0007,0.0097
oss_Cyrl,0.3204,0.1038,0.3204
slk_Latn,0.7767,0.4003,0.7767
kor_Latn,0.0097,0.0037,0.0097
dyu_Latn,0.1553,0.0635,0.1553
pam_Latn,0.2621,0.1001,0.2621
coe_Latn,0.0097,0.0015,0.0097
mpp_Latn,0.0097,0.0015,0.0097
dik_Latn,0.0097,0.003,0.0097
nmh_Latn,0.0097,0.0045,0.0097
rug_Latn,0.1456,0.0426,0.1456
gul_Latn,0.1359,0.0889,0.1359
mbf_Latn,0.2913,0.1352,0.2913
smt_Latn,0.068,0.0239,0.068
snc_Latn,0.0097,0.0015,0.0097
maq_Latn,0.0,0.0,0.0
yon_Latn,0.0097,0.0015,0.0097
kkc_Latn,0.0,0.0,0.0
fin_Latn,0.8252,0.4264,0.8252
mgh_Latn,0.0874,0.0336,0.0874
niy_Latn,0.0,0.0,0.0
mta_Latn,0.0194,0.0015,0.0194
mwv_Latn,0.0097,0.0015,0.0097
njn_Latn,0.0097,0.0007,0.0097
snd_Arab,0.2136,0.0822,0.2136
lwo_Latn,0.0,0.0,0.0
plw_Latn,0.0097,0.0022,0.0097
kbh_Latn,0.0097,0.0015,0.0097
npl_Latn,0.0971,0.0456,0.0971
ivb_Latn,0.0,0.0,0.0
isl_Latn,0.7767,0.3973,0.7767
ace_Latn,0.233,0.0866,0.233
jmc_Latn,0.0194,0.003,0.0194
kgf_Latn,0.0097,0.003,0.0097
icr_Latn,0.2816,0.1389,0.2816
kto_Latn,0.0097,0.009,0.0097
tro_Latn,0.0097,0.0022,0.0097
