code,Qwen/Qwen3-4B_max,Qwen/Qwen3-4B_mean,avg
mzh_Latn,0.0097,0.0039,0.0097
ngp_Latn,0.0097,0.006,0.0097
ndg_Latn,0.0291,0.0102,0.0291
box_Latn,0.0,0.0,0.0
alp_Latn,0.0291,0.0063,0.0291
khs_Latn,0.0097,0.0024,0.0097
xal_Cyrl,0.0,0.0,0.0
wsk_Latn,0.0097,0.0018,0.0097
mwq_Latn,0.0097,0.0013,0.0097
dnj_Latn,0.0,0.0,0.0
bav_Latn,0.0194,0.0021,0.0194
bba_Latn,0.0097,0.0018,0.0097
chd_Latn,0.0194,0.0102,0.0194
zga_Latn,0.0097,0.001,0.0097
kxc_Ethi,0.0,0.0,0.0
aji_Latn,0.0194,0.0058,0.0194
mav_Latn,0.0,0.0,0.0
bwq_Latn,0.0,0.0,0.0
knj_Latn,0.0194,0.0047,0.0194
ppk_Latn,0.0194,0.0084,0.0194
asm_Beng,0.0291,0.0076,0.0291
mkj_Latn,0.0194,0.0058,0.0194
cao_Latn,0.0097,0.0018,0.0097
sba_Latn,0.0097,0.0003,0.0097
csy_Latn,0.0097,0.0031,0.0097
bib_Latn,0.0097,0.0008,0.0097
tsw_Latn,0.0,0.0,0.0
mzk_Latn,0.0194,0.0042,0.0194
bxr_Cyrl,0.0097,0.0005,0.0097
mib_Latn,0.0194,0.0071,0.0194
yad_Latn,0.0097,0.0005,0.0097
sll_Latn,0.0,0.0,0.0
clu_Latn,0.068,0.022,0.068
nmo_Latn,0.0097,0.0016,0.0097
chu_Cyrl,0.4466,0.1994,0.4466
mvn_Latn,0.0097,0.0013,0.0097
xtm_Latn,0.0194,0.0068,0.0194
muy_Latn,0.0,0.0,0.0
amo_Latn,0.0097,0.001,0.0097
hwc_Latn,0.301,0.1244,0.301
lob_Latn,0.0097,0.0016,0.0097
knk_Latn,0.0097,0.0013,0.0097
maw_Latn,0.0,0.0,0.0
eri_Latn,0.0097,0.0031,0.0097
thk_Latn,0.0097,0.0018,0.0097
mwp_Latn,0.0,0.0,0.0
sxb_Latn,0.0097,0.0018,0.0097
mtg_Latn,0.0097,0.0003,0.0097
alq_Latn,0.0097,0.0018,0.0097
lmk_Latn,0.0194,0.001,0.0194
nya_Latn,0.0194,0.0047,0.0194
pww_Thai,0.0,0.0,0.0
yuj_Latn,0.0,0.0,0.0
sqi_Latn,0.1262,0.0491,0.1262
yss_Latn,0.0097,0.0018,0.0097
mxb_Latn,0.0194,0.0018,0.0194
swp_Latn,0.0194,0.0081,0.0194
bmr_Latn,0.0097,0.0016,0.0097
mic_Latn,0.0097,0.0016,0.0097
urk_Thai,0.0,0.0,0.0
gnw_Latn,0.0097,0.0026,0.0097
aak_Latn,0.0,0.0,0.0
nde_Latn,0.0097,0.0029,0.0097
omw_Latn,0.0097,0.0018,0.0097
tuo_Latn,0.0,0.0,0.0
kpx_Latn,0.0097,0.0003,0.0097
nak_Latn,0.0097,0.0026,0.0097
ade_Latn,0.0,0.0,0.0
xnn_Latn,0.0291,0.01,0.0291
bzj_Latn,0.0194,0.0092,0.0194
agr_Latn,0.0097,0.0039,0.0097
mfq_Latn,0.0,0.0,0.0
amn_Latn,0.0097,0.0003,0.0097
any_Latn,0.0097,0.0003,0.0097
mux_Latn,0.0,0.0,0.0
hae_Latn,0.0097,0.0031,0.0097
msa_Latn,0.0583,0.0213,0.0583
bef_Latn,0.0,0.0,0.0
bdd_Latn,0.0097,0.0052,0.0097
guw_Latn,0.0,0.0,0.0
lbj_Tibt,0.0,0.0,0.0
bgs_Latn,0.0097,0.0026,0.0097
kma_Latn,0.0097,0.0005,0.0097
smo_Latn,0.0097,0.0024,0.0097
knv_Latn,0.0097,0.0005,0.0097
maj_Latn,0.0097,0.0024,0.0097
cko_Latn,0.0,0.0,0.0
zad_Latn,0.0291,0.0071,0.0291
mwm_Latn,0.0,0.0,0.0
gyr_Latn,0.0291,0.006,0.0291
cas_Latn,0.0097,0.0003,0.0097
bkv_Latn,0.0097,0.0003,0.0097
yuw_Latn,0.0,0.0,0.0
gil_Latn,0.0097,0.0005,0.0097
mmo_Latn,0.0,0.0,0.0
ium_Laoo,0.0097,0.0003,0.0097
cwt_Latn,0.0097,0.0047,0.0097
las_Latn,0.0097,0.0003,0.0097
kdj_Latn,0.0291,0.0068,0.0291
nuy_Latn,0.0097,0.0008,0.0097
hil_Latn,0.1845,0.0648,0.1845
apw_Latn,0.0097,0.0016,0.0097
pib_Latn,0.0,0.0,0.0
dad_Latn,0.0097,0.0021,0.0097
wol_Latn,0.0194,0.0052,0.0194
eka_Latn,0.0097,0.0047,0.0097
sue_Latn,0.0,0.0,0.0
mzw_Latn,0.0097,0.0008,0.0097
ceb_Latn,0.1845,0.0685,0.1845
ghs_Latn,0.0097,0.0003,0.0097
mlp_Latn,0.0,0.0,0.0
qwh_Latn,0.0097,0.0047,0.0097
faa_Latn,0.0097,0.005,0.0097
mog_Latn,0.0194,0.0076,0.0194
nav_Latn,0.0,0.0,0.0
hnj_Latn,0.0,0.0,0.0
deu_Latn,0.4563,0.2191,0.4563
ksr_Latn,0.0,0.0,0.0
tur_Latn,0.2816,0.0994,0.2816
cjp_Latn,0.0194,0.0026,0.0194
zsr_Latn,0.0194,0.0058,0.0194
top_Latn,0.0097,0.0021,0.0097
gbo_Latn,0.0,0.0,0.0
mcb_Latn,0.0097,0.001,0.0097
esk_Latn,0.0194,0.0034,0.0194
ljp_Latn,0.0583,0.0186,0.0583
bvr_Latn,0.0194,0.0018,0.0194
dip_Latn,0.0194,0.0029,0.0194
xuo_Latn,0.0,0.0,0.0
mya_Mymr,0.0,0.0,0.0
zae_Latn,0.0194,0.0031,0.0194
mwl_Latn,0.2524,0.1212,0.2524
gso_Latn,0.0194,0.0081,0.0194
heh_Latn,0.0097,0.0042,0.0097
aoz_Latn,0.0291,0.0131,0.0291
rar_Latn,0.0194,0.0073,0.0194
tnn_Latn,0.0,0.0,0.0
mgr_Latn,0.0097,0.0005,0.0097
huv_Latn,0.0291,0.0039,0.0291
yim_Latn,0.0194,0.0013,0.0194
ubr_Latn,0.0194,0.0055,0.0194
mak_Latn,0.0194,0.0021,0.0194
bgr_Latn,0.0194,0.0031,0.0194
ebk_Latn,0.0194,0.0134,0.0194
ktu_Latn,0.0194,0.0024,0.0194
tqb_Latn,0.0,0.0,0.0
got_Latn,0.0194,0.0071,0.0194
tbk_Latn,0.0097,0.0013,0.0097
mmn_Latn,0.0194,0.0047,0.0194
kbr_Latn,0.0,0.0,0.0
nsa_Latn,0.0097,0.0018,0.0097
hot_Latn,0.0,0.0,0.0
yva_Latn,0.0097,0.001,0.0097
car_Latn,0.0097,0.0013,0.0097
kss_Latn,0.0,0.0,0.0
pne_Latn,0.0194,0.0052,0.0194
naw_Latn,0.0,0.0,0.0
atg_Latn,0.0,0.0,0.0
whk_Latn,0.0194,0.0031,0.0194
awa_Deva,0.0291,0.0089,0.0291
agn_Latn,0.0194,0.0076,0.0194
tem_Latn,0.0194,0.0026,0.0194
iri_Latn,0.0097,0.0003,0.0097
eza_Latn,0.0,0.0,0.0
kuj_Latn,0.0,0.0,0.0
hay_Latn,0.0194,0.0039,0.0194
guj_Gujr,0.0583,0.0178,0.0583
tih_Latn,0.0194,0.0073,0.0194
bud_Latn,0.0,0.0,0.0
dyo_Latn,0.0097,0.0018,0.0097
ary_Arab,0.0291,0.0071,0.0291
eus_Latn,0.0194,0.0063,0.0194
tlf_Latn,0.0,0.0,0.0
cta_Latn,0.0097,0.0005,0.0097
kpv_Cyrl,0.0194,0.0037,0.0194
apu_Latn,0.0,0.0,0.0
hin_Latn,0.0194,0.0042,0.0194
nfr_Latn,0.0194,0.005,0.0194
ife_Latn,0.0,0.0,0.0
caq_Latn,0.0,0.0,0.0
enm_Latn,0.534,0.3422,0.534
poy_Latn,0.0097,0.0068,0.0097
xon_Latn,0.0097,0.0008,0.0097
crx_Latn,0.0097,0.0029,0.0097
afr_Latn,0.5922,0.2495,0.5922
kbq_Latn,0.0097,0.0013,0.0097
qub_Latn,0.0194,0.0045,0.0194
aln_Latn,0.1359,0.0501,0.1359
huu_Latn,0.0097,0.0013,0.0097
cop_Copt,0.0,0.0,0.0
chz_Latn,0.0097,0.0016,0.0097
dhm_Latn,0.0097,0.0045,0.0097
wer_Latn,0.0,0.0,0.0
xsu_Latn,0.0,0.0,0.0
aeb_Arab,0.0388,0.0089,0.0388
fon_Latn,0.0097,0.0013,0.0097
mah_Latn,0.0194,0.0055,0.0194
btx_Latn,0.0291,0.015,0.0291
esi_Latn,0.0097,0.0021,0.0097
akh_Latn,0.0,0.0,0.0
bug_Latn,0.0194,0.0018,0.0194
tik_Latn,0.0097,0.0003,0.0097
pbc_Latn,0.0097,0.0024,0.0097
dje_Latn,0.0097,0.0013,0.0097
usp_Latn,0.0194,0.0073,0.0194
syb_Latn,0.0194,0.0066,0.0194
mvp_Latn,0.0291,0.0042,0.0291
mug_Latn,0.0194,0.0039,0.0194
arz_Arab,0.2039,0.0451,0.2039
kje_Latn,0.0194,0.0063,0.0194
mhr_Cyrl,0.0194,0.0031,0.0194
agm_Latn,0.0097,0.0021,0.0097
ojs_Cans,0.0,0.0,0.0
kpg_Latn,0.0194,0.0039,0.0194
nbc_Latn,0.0194,0.0037,0.0194
atd_Latn,0.0194,0.0024,0.0194
bjk_Latn,0.0194,0.0055,0.0194
ksp_Latn,0.0097,0.0013,0.0097
myb_Latn,0.0097,0.0052,0.0097
ndz_Latn,0.0097,0.0005,0.0097
srp_Cyrl,0.3495,0.1333,0.3495
sey_Latn,0.0194,0.0008,0.0194
kew_Latn,0.0097,0.0003,0.0097
kbp_Latn,0.0097,0.0018,0.0097
ium_Latn,0.0,0.0,0.0
quc_Latn,0.0097,0.0013,0.0097
hla_Latn,0.0097,0.0008,0.0097
yut_Latn,0.0,0.0,0.0
wiv_Latn,0.0194,0.0081,0.0194
bku_Latn,0.0194,0.0084,0.0194
lww_Latn,0.0,0.0,0.0
enl_Latn,0.0194,0.0055,0.0194
cap_Latn,0.0,0.0,0.0
apt_Latn,0.0097,0.0018,0.0097
vut_Latn,0.0,0.0,0.0
gla_Latn,0.0194,0.005,0.0194
kdi_Latn,0.0097,0.0026,0.0097
gej_Latn,0.0097,0.0045,0.0097
aia_Latn,0.0097,0.0013,0.0097
sml_Latn,0.0097,0.001,0.0097
gvc_Latn,0.0097,0.0008,0.0097
nia_Latn,0.0194,0.0042,0.0194
syc_Syrc,0.0097,0.0031,0.0097
tos_Latn,0.0,0.0,0.0
nki_Latn,0.0194,0.0031,0.0194
bfo_Latn,0.0097,0.0008,0.0097
dis_Latn,0.0194,0.0034,0.0194
pbb_Latn,0.0097,0.0045,0.0097
nng_Latn,0.0,0.0,0.0
bex_Latn,0.0,0.0,0.0
lid_Latn,0.0097,0.0008,0.0097
mca_Latn,0.0,0.0,0.0
crh_Cyrl,0.0194,0.0029,0.0194
irk_Latn,0.0097,0.0013,0.0097
aau_Latn,0.0097,0.0003,0.0097
kpf_Latn,0.0291,0.0092,0.0291
teo_Latn,0.0194,0.0076,0.0194
mkd_Cyrl,0.4272,0.1805,0.4272
loz_Latn,0.0194,0.0066,0.0194
mfh_Latn,0.0097,0.001,0.0097
nhy_Latn,0.0194,0.0063,0.0194
mua_Latn,0.0097,0.0013,0.0097
vmy_Latn,0.0194,0.0076,0.0194
tim_Latn,0.0,0.0,0.0
mcf_Latn,0.0097,0.0034,0.0097
xbr_Latn,0.0097,0.0005,0.0097
gdr_Latn,0.0097,0.0013,0.0097
ben_Beng,0.1068,0.0344,0.1068
gnn_Latn,0.0,0.0,0.0
cux_Latn,0.0194,0.0037,0.0194
miz_Latn,0.0097,0.0026,0.0097
tso_Latn,0.0194,0.0037,0.0194
zom_Latn,0.0194,0.0037,0.0194
ssx_Latn,0.0,0.0,0.0
hnn_Latn,0.0291,0.0102,0.0291
atb_Latn,0.0,0.0,0.0
nbe_Latn,0.0194,0.0039,0.0194
mlt_Latn,0.0291,0.0071,0.0291
lef_Latn,0.0097,0.0037,0.0097
heb_Hebr,0.2621,0.0987,0.2621
moc_Latn,0.0097,0.0018,0.0097
dtp_Latn,0.0097,0.0005,0.0097
qvs_Latn,0.0194,0.005,0.0194
kri_Latn,0.0097,0.0026,0.0097
trp_Latn,0.0097,0.0018,0.0097
pps_Latn,0.0194,0.0029,0.0194
smk_Latn,0.0194,0.0073,0.0194
tke_Latn,0.0194,0.0042,0.0194
uri_Latn,0.0,0.0,0.0
mrg_Latn,0.0097,0.0008,0.0097
nif_Latn,0.0,0.0,0.0
ban_Latn,0.0194,0.0042,0.0194
tnk_Latn,0.0097,0.0003,0.0097
khk_Latn,0.0097,0.0047,0.0097
bqp_Latn,0.0,0.0,0.0
mgw_Latn,0.0194,0.0037,0.0194
hus_Latn,0.0194,0.005,0.0194
sin_Sinh,0.0097,0.0005,0.0097
yka_Latn,0.0097,0.0031,0.0097
reg_Latn,0.0194,0.0055,0.0194
msy_Latn,0.0097,0.0013,0.0097
nhx_Latn,0.0194,0.0042,0.0194
nko_Latn,0.0097,0.0016,0.0097
kjb_Latn,0.0194,0.0055,0.0194
tlb_Latn,0.0097,0.0029,0.0097
mfi_Latn,0.0097,0.0008,0.0097
fad_Latn,0.0194,0.0031,0.0194
nas_Latn,0.0097,0.0003,0.0097
ceg_Latn,0.0097,0.001,0.0097
tsn_Latn,0.0194,0.0047,0.0194
xho_Latn,0.0097,0.0008,0.0097
lav_Latn,0.301,0.1026,0.301
sda_Latn,0.0194,0.0071,0.0194
mks_Latn,0.0097,0.0024,0.0097
tbo_Latn,0.0097,0.0003,0.0097
apr_Latn,0.0097,0.0008,0.0097
kwf_Latn,0.0097,0.0018,0.0097
swh_Latn,0.0291,0.0105,0.0291
daa_Latn,0.0194,0.0073,0.0194
neb_Latn,0.0,0.0,0.0
trq_Latn,0.0097,0.0024,0.0097
hop_Latn,0.0097,0.0003,0.0097
cav_Latn,0.0194,0.0076,0.0194
oji_Latn,0.0194,0.0045,0.0194
ifb_Latn,0.0097,0.0026,0.0097
kaa_Latn,0.0097,0.0029,0.0097
nse_Latn,0.0097,0.0031,0.0097
mda_Latn,0.0,0.0,0.0
nyy_Latn,0.0,0.0,0.0
bao_Latn,0.0097,0.0003,0.0097
bzi_Thai,0.0097,0.0003,0.0097
zaa_Latn,0.0194,0.01,0.0194
ksw_Mymr,0.0,0.0,0.0
gur_Latn,0.0097,0.0026,0.0097
xpe_Latn,0.0,0.0,0.0
ike_Cans,0.0,0.0,0.0
ztq_Latn,0.0194,0.0024,0.0194
pse_Latn,0.0291,0.0092,0.0291
des_Latn,0.0097,0.0005,0.0097
moa_Latn,0.0,0.0,0.0
ria_Latn,0.0097,0.0026,0.0097
tcs_Latn,0.0097,0.0005,0.0097
kbd_Cyrl,0.0,0.0,0.0
wnu_Latn,0.0097,0.0003,0.0097
boa_Latn,0.0,0.0,0.0
suc_Latn,0.0097,0.0021,0.0097
tpz_Latn,0.0097,0.0003,0.0097
mpm_Latn,0.0291,0.0066,0.0291
nnb_Latn,0.0,0.0,0.0
pap_Latn,0.0583,0.0278,0.0583
lia_Latn,0.0,0.0,0.0
slv_Latn,0.3301,0.1275,0.3301
mcd_Latn,0.0097,0.0024,0.0097
zpc_Latn,0.0194,0.0039,0.0194
amu_Latn,0.0194,0.0018,0.0194
gbi_Latn,0.0097,0.001,0.0097
cjv_Latn,0.0,0.0,0.0
wbp_Latn,0.0,0.0,0.0
zab_Latn,0.0291,0.011,0.0291
kxw_Latn,0.0,0.0,0.0
bel_Cyrl,0.2718,0.1191,0.2718
lmp_Latn,0.0,0.0,0.0
alj_Latn,0.0097,0.0013,0.0097
nzm_Latn,0.0194,0.001,0.0194
bre_Latn,0.0194,0.0042,0.0194
mal_Latn,0.0,0.0,0.0
izz_Latn,0.0097,0.0005,0.0097
kmg_Latn,0.0097,0.0013,0.0097
ubu_Latn,0.0,0.0,0.0
guq_Latn,0.0097,0.0008,0.0097
gvf_Latn,0.0097,0.0031,0.0097
swk_Latn,0.0194,0.0066,0.0194
fuh_Latn,0.0,0.0,0.0
taj_Deva,0.0097,0.0008,0.0097
nep_Deva,0.0485,0.0142,0.0485
tbl_Latn,0.0097,0.0018,0.0097
kdl_Latn,0.0097,0.0029,0.0097
jni_Latn,0.0097,0.0003,0.0097
agx_Cyrl,0.0097,0.0029,0.0097
kab_Latn,0.0097,0.0034,0.0097
uig_Cyrl,0.0194,0.0018,0.0194
quf_Latn,0.0194,0.006,0.0194
lgl_Latn,0.0097,0.0042,0.0097
ifa_Latn,0.0194,0.0055,0.0194
bhg_Latn,0.0194,0.005,0.0194
blw_Latn,0.0097,0.0042,0.0097
miy_Latn,0.0097,0.0008,0.0097
lee_Latn,0.0,0.0,0.0
cpu_Latn,0.0194,0.0037,0.0194
kck_Latn,0.0194,0.0063,0.0194
kxm_Thai,0.0,0.0,0.0
itv_Latn,0.0291,0.0089,0.0291
dar_Cyrl,0.0097,0.0008,0.0097
ziw_Latn,0.0097,0.0021,0.0097
ata_Latn,0.0,0.0,0.0
ghe_Deva,0.0097,0.0003,0.0097
naq_Latn,0.0,0.0,0.0
hto_Latn,0.0194,0.0029,0.0194
mfk_Latn,0.0,0.0,0.0
kiw_Latn,0.0097,0.0003,0.0097
wro_Latn,0.0194,0.0024,0.0194
nxd_Latn,0.0097,0.0016,0.0097
hrv_Latn,0.3204,0.1391,0.3204
wwa_Latn,0.0,0.0,0.0
dyi_Latn,0.0,0.0,0.0
zul_Latn,0.0194,0.0037,0.0194
cmn_Hani,0.7767,0.4492,0.7767
gup_Latn,0.0194,0.0021,0.0194
bgt_Latn,0.0194,0.0063,0.0194
mam_Latn,0.0097,0.0031,0.0097
yle_Latn,0.0,0.0,0.0
yor_Latn,0.0,0.0,0.0
bam_Latn,0.0194,0.0071,0.0194
zac_Latn,0.0194,0.0097,0.0194
myv_Cyrl,0.0097,0.0024,0.0097
dgz_Latn,0.0,0.0,0.0
cbc_Latn,0.0,0.0,0.0
cat_Latn,0.6019,0.2734,0.6019
krj_Latn,0.0777,0.031,0.0777
bkq_Latn,0.0194,0.0066,0.0194
kac_Latn,0.0,0.0,0.0
tdt_Latn,0.0194,0.0066,0.0194
lgm_Latn,0.0194,0.0008,0.0194
dts_Latn,0.0097,0.0055,0.0097
qug_Latn,0.0194,0.0024,0.0194
gle_Latn,0.0194,0.0047,0.0194
ctd_Latn,0.0194,0.0026,0.0194
rmq_Latn,0.0583,0.0213,0.0583
gor_Latn,0.0097,0.0013,0.0097
lat_Latn,0.699,0.334,0.699
kwd_Latn,0.0097,0.001,0.0097
ven_Latn,0.0097,0.0031,0.0097
asg_Latn,0.0097,0.0047,0.0097
bmh_Latn,0.0097,0.0018,0.0097
yaq_Latn,0.0097,0.0008,0.0097
cek_Latn,0.0097,0.0003,0.0097
bon_Latn,0.0,0.0,0.0
kub_Latn,0.0097,0.0005,0.0097
fra_Latn,0.835,0.4791,0.835
tee_Latn,0.0097,0.0003,0.0097
mfe_Latn,0.0388,0.0094,0.0388
zpl_Latn,0.0291,0.0052,0.0291
anm_Latn,0.0291,0.0018,0.0291
kyg_Latn,0.0,0.0,0.0
nmz_Latn,0.0097,0.0008,0.0097
alt_Cyrl,0.0291,0.0066,0.0291
lin_Latn,0.0194,0.0039,0.0194
mck_Latn,0.0097,0.0008,0.0097
bts_Latn,0.0194,0.0073,0.0194
mbt_Latn,0.0,0.0,0.0
bgz_Latn,0.0194,0.0055,0.0194
mar_Deva,0.0777,0.0226,0.0777
azb_Latn,0.1068,0.0338,0.1068
cnh_Latn,0.0097,0.0047,0.0097
urd_Latn,0.0485,0.0131,0.0485
zam_Latn,0.0,0.0,0.0
vie_Latn,0.534,0.2613,0.534
chq_Latn,0.0194,0.0026,0.0194
nyu_Latn,0.0194,0.0031,0.0194
crs_Latn,0.0388,0.0079,0.0388
kru_Deva,0.0097,0.0005,0.0097
kqs_Latn,0.0097,0.0003,0.0097
por_Latn,0.6893,0.397,0.6893
kwj_Latn,0.0,0.0,0.0
mxv_Latn,0.0097,0.0003,0.0097
cgc_Latn,0.0388,0.0118,0.0388
tbc_Latn,0.0097,0.0005,0.0097
sgz_Latn,0.0097,0.001,0.0097
kdc_Latn,0.0194,0.0024,0.0194
fai_Latn,0.0,0.0,0.0
ted_Latn,0.0,0.0,0.0
agg_Latn,0.0,0.0,0.0
biv_Latn,0.0097,0.0039,0.0097
vap_Latn,0.0097,0.0013,0.0097
lsm_Latn,0.0097,0.001,0.0097
ndp_Latn,0.0097,0.0047,0.0097
pkb_Latn,0.0097,0.0042,0.0097
tpt_Latn,0.0194,0.0018,0.0194
iqw_Latn,0.0,0.0,0.0
cut_Latn,0.0194,0.0037,0.0194
gnb_Latn,0.0097,0.001,0.0097
yap_Latn,0.0097,0.0042,0.0097
ses_Latn,0.0097,0.0037,0.0097
akb_Latn,0.0291,0.0102,0.0291
qxr_Latn,0.0194,0.001,0.0194
bum_Latn,0.0194,0.0073,0.0194
klv_Latn,0.0097,0.0003,0.0097
pbi_Latn,0.0097,0.0024,0.0097
tzh_Latn,0.0194,0.0066,0.0194
bfd_Latn,0.0097,0.0003,0.0097
nnl_Latn,0.0194,0.0021,0.0194
kyf_Latn,0.0,0.0,0.0
nhu_Latn,0.0097,0.0005,0.0097
kix_Latn,0.0097,0.0008,0.0097
zpm_Latn,0.0097,0.0016,0.0097
sja_Latn,0.0097,0.0016,0.0097
ald_Latn,0.0097,0.0003,0.0097
shi_Latn,0.0097,0.0063,0.0097
mwe_Latn,0.0194,0.0058,0.0194
wca_Latn,0.0,0.0,0.0
nij_Latn,0.0291,0.01,0.0291
vid_Latn,0.0097,0.0031,0.0097
nld_Latn,0.699,0.334,0.699
snp_Latn,0.0,0.0,0.0
mhi_Latn,0.0194,0.0108,0.0194
swe_Latn,0.5534,0.2535,0.5534
bnp_Latn,0.0194,0.0058,0.0194
tuk_Cyrl,0.0291,0.0016,0.0291
fuf_Latn,0.0,0.0,0.0
emp_Latn,0.0097,0.0037,0.0097
tte_Latn,0.0,0.0,0.0
eng_Latn,1.0,1.0,1.0
sab_Latn,0.0194,0.0018,0.0194
kal_Latn,0.0097,0.0039,0.0097
oym_Latn,0.0,0.0,0.0
gid_Latn,0.0194,0.0039,0.0194
tgl_Latn,0.2427,0.0819,0.2427
quh_Latn,0.0194,0.0039,0.0194
jvn_Latn,0.0388,0.0157,0.0388
nno_Latn,0.2621,0.1026,0.2621
aii_Syrc,0.0,0.0,0.0
imo_Latn,0.0097,0.0016,0.0097
bci_Latn,0.0194,0.0071,0.0194
waj_Latn,0.0,0.0,0.0
dob_Latn,0.0097,0.0008,0.0097
ssw_Latn,0.0194,0.0052,0.0194
prs_Arab,0.1845,0.0627,0.1845
pmx_Latn,0.0194,0.0039,0.0194
biu_Latn,0.0194,0.0026,0.0194
agd_Latn,0.0,0.0,0.0
sun_Latn,0.0485,0.0144,0.0485
nds_Latn,0.0485,0.0218,0.0485
myk_Latn,0.0,0.0,0.0
stq_Latn,0.0583,0.0213,0.0583
hig_Latn,0.0097,0.0003,0.0097
mxt_Latn,0.0194,0.0026,0.0194
tav_Latn,0.0097,0.0003,0.0097
cth_Latn,0.0194,0.0031,0.0194
acu_Latn,0.0194,0.0029,0.0194
tgo_Latn,0.0194,0.0045,0.0194
crq_Latn,0.0097,0.0008,0.0097
kao_Latn,0.0097,0.0016,0.0097
cax_Latn,0.0194,0.0055,0.0194
ncu_Latn,0.0,0.0,0.0
plg_Latn,0.0097,0.0005,0.0097
yrk_Cyrl,0.0194,0.0031,0.0194
nii_Latn,0.0097,0.0003,0.0097
zao_Latn,0.0388,0.0076,0.0388
jav_Latn,0.0485,0.0155,0.0485
shj_Latn,0.0097,0.0045,0.0097
maa_Latn,0.0194,0.0081,0.0194
nop_Latn,0.0097,0.0008,0.0097
dks_Latn,0.0194,0.0031,0.0194
nlg_Latn,0.0291,0.0063,0.0291
bch_Latn,0.0097,0.0029,0.0097
nhw_Latn,0.0097,0.001,0.0097
meq_Latn,0.0,0.0,0.0
ann_Latn,0.0097,0.0026,0.0097
kiz_Latn,0.0097,0.0039,0.0097
zpo_Latn,0.0194,0.0055,0.0194
som_Latn,0.0,0.0,0.0
xrb_Latn,0.0,0.0,0.0
ikw_Latn,0.0194,0.0045,0.0194
beq_Latn,0.0097,0.0034,0.0097
cot_Latn,0.0,0.0,0.0
tzj_Latn,0.0194,0.005,0.0194
ckt_Cyrl,0.0097,0.0018,0.0097
blz_Latn,0.0194,0.0097,0.0194
kua_Latn,0.0097,0.0029,0.0097
bom_Latn,0.0,0.0,0.0
mjc_Latn,0.0194,0.0058,0.0194
mit_Latn,0.0097,0.0013,0.0097
jic_Latn,0.0097,0.0013,0.0097
rim_Latn,0.0194,0.011,0.0194
crm_Cans,0.0,0.0,0.0
cso_Latn,0.0097,0.0018,0.0097
leh_Latn,0.0097,0.0003,0.0097
gkn_Latn,0.0097,0.0005,0.0097
var_Latn,0.0097,0.0003,0.0097
spa_Latn,0.7087,0.3876,0.7087
sri_Latn,0.0097,0.0003,0.0097
uzb_Cyrl,0.0291,0.0039,0.0291
kqp_Latn,0.0097,0.0047,0.0097
nct_Latn,0.0194,0.0008,0.0194
sgw_Ethi,0.0097,0.0005,0.0097
kan_Latn,0.0097,0.001,0.0097
taw_Latn,0.0,0.0,0.0
ckb_Arab,0.0097,0.0016,0.0097
ffm_Latn,0.0,0.0,0.0
nus_Latn,0.0,0.0,0.0
hif_Latn,0.0194,0.0045,0.0194
stp_Latn,0.0,0.0,0.0
dan_Latn,0.5631,0.2745,0.5631
swg_Latn,0.1845,0.0719,0.1845
mri_Latn,0.0194,0.0005,0.0194
sme_Latn,0.0194,0.0024,0.0194
kmk_Latn,0.0194,0.0081,0.0194
shk_Latn,0.0,0.0,0.0
mtp_Latn,0.0097,0.0003,0.0097
chr_Latn,0.0097,0.0021,0.0097
bhl_Latn,0.0,0.0,0.0
cbi_Latn,0.0194,0.0013,0.0194
yuz_Latn,0.0097,0.0034,0.0097
enb_Latn,0.0,0.0,0.0
srn_Latn,0.0291,0.0176,0.0291
sag_Latn,0.0194,0.0034,0.0194
qvz_Latn,0.0194,0.0016,0.0194
nsm_Latn,0.0097,0.0016,0.0097
rkb_Latn,0.0,0.0,0.0
kgp_Latn,0.0,0.0,0.0
mhl_Latn,0.0097,0.0005,0.0097
tbg_Latn,0.0,0.0,0.0
rnl_Latn,0.0097,0.0037,0.0097
kqy_Ethi,0.0,0.0,0.0
pio_Latn,0.0097,0.0037,0.0097
apz_Latn,0.0,0.0,0.0
bmb_Latn,0.0097,0.0034,0.0097
guz_Latn,0.0097,0.001,0.0097
mqy_Latn,0.0194,0.0071,0.0194
cnl_Latn,0.0097,0.0003,0.0097
zty_Latn,0.0097,0.0005,0.0097
lhu_Latn,0.0,0.0,0.0
zai_Latn,0.0291,0.0129,0.0291
kyc_Latn,0.0097,0.0005,0.0097
zca_Latn,0.0194,0.0073,0.0194
muh_Latn,0.0097,0.001,0.0097
nog_Cyrl,0.0291,0.0018,0.0291
tlj_Latn,0.0097,0.0026,0.0097
ell_Grek,0.2427,0.0937,0.2427
mco_Latn,0.0,0.0,0.0
cmo_Khmr,0.0,0.0,0.0
hau_Latn,0.0194,0.0018,0.0194
boj_Latn,0.0097,0.0018,0.0097
gng_Latn,0.0097,0.0005,0.0097
fal_Latn,0.0097,0.0047,0.0097
jid_Latn,0.0194,0.0089,0.0194
sco_Latn,0.165,0.0706,0.165
bis_Latn,0.0194,0.0045,0.0194
nbl_Latn,0.0097,0.0029,0.0097
dah_Latn,0.0,0.0,0.0
kat_Geor,0.0291,0.0071,0.0291
fub_Latn,0.0194,0.0021,0.0194
acr_Latn,0.0194,0.0042,0.0194
